AUN,School District,County,2020-21,2019-20,2018-19,2017-18,2016-17,2015-16,2014-15,2013-14,2012-13,2011-12,2010-11,2009-10,2008-09
108111203.0,Cambria Heights SD,Cambria,14525648.67,15209261.92,16517459.99,14291556.43,12553001.65,13251053.81,12947442.02,12759983.51,13009320.03,12207808.88,12556684.77,11972182.47,12155376.36
108111303.0,Central Cambria SD,Cambria,,15823024.24,16069431.03,14979414.5,14571171.52,14324804.57,14483104.14,13374041.77,12736210.24,13928032.83,13042670.18,13456482.34,13227938.21
108111403.0,Conemaugh Valley SD,Cambria,8360799.93,8367771.76,7749530.68,7178715.99,8009387.67,7488983.43,7560973.73,7786698.29,6886307.9,6737848.7,8032959.32,7382637.71,7498802.33
108112003.0,Ferndale Area SD,Cambria,7917423.46,7239067.82,7675817.51,7933016.84,7886739.64,7896240.31,7578832.78,7001106.24,6556514.52,6297562.56,6380722.28,6089844.8,6078454.31
108112203.0,Forest Hills SD,Cambria,16559367.03,16286084.74,16987768.0,17045223.27,17183642.78,16966932.17,16779213.25,17354999.59,17054050.92,15786665.23,15968399.13,15070557.45,15032452.43
108112502.0,Greater Johnstown SD,Cambria,26895599.88,26402327.97,25832962.51,26875256.43,27761893.79,31354051.99,26274164.78,25546293.89,27533637.8,25761117.07,22598671.67,22273645.56,21138429.84
108114503.0,Northern Cambria SD,Cambria,11481100.04,11168102.42,11625877.53,11128036.12,11270749.47,10545928.58,10734510.71,10700195.56,10702388.3,10498259.0,11354363.0,10606245.81,10358514.24
108116003.0,Penn Cambria SD,Cambria,15995667.14,16370387.09,15466974.36,15331995.15,14932293.17,14174239.47,14132823.78,13858160.33,13851410.59,13939211.1,13429050.17,12899548.31,12985181.71
108116303.0,Portage Area SD,Cambria,8661542.6,8274430.53,8222246.28,8298232.69,8272800.5,8367570.2,8773788.96,8330478.77,7876157.48,7876978.38,8093697.13,7818008.81,7609107.41
108116503.0,Richland SD,Cambria,14701021.67,15705373.68,15003425.71,14827721.6,14495095.09,14229683.71,14274511.13,13436084.91,12570318.21,12353282.67,11128488.77,11660499.74,13344543.79
108118503.0,Westmont Hilltop SD,Cambria,14109089.3,14570960.58,14504719.05,14370174.56,17305704.67,15063257.21,14185216.45,14470204.61,14551191.08,14001326.49,14388516.7,13706460.91,13307100.87
109122703.0,Cameron County SD,Cameron,8275773.57,8428972.89,8450070.48,8263237.08,8290603.52,8240814.4,7887972.93,8133612.2,7884741.06,7621605.73,7360853.31,7445434.52,7548310.29
121135003.0,Jim Thorpe Area SD,Carbon,35028852.78,33543669.03,29088532.14,30747404.2,31223821.32,26429468.92,25427525.19,25813822.31,24030301.84,24122668.64,23543257.19,24340041.95,20866606.92
121135503.0,Lehighton Area SD,Carbon,27839336.22,27082370.4,28918029.13,28574675.73,26708404.54,26626988.88,23424051.55,27415185.71,25018877.78,25040321.67,22723886.21,22047238.35,22101916.61
121136503.0,Palmerton Area SD,Carbon,24116369.84,22126205.88,22085844.74,20615992.51,19681163.87,19124405.87,18137095.71,17612161.04,17221781.02,19708837.69,17930459.83,18072422.36,18879700.92
121136603.0,Panther Valley SD,Carbon,17040676.96,18457461.46,17165823.31,16493891.72,16675324.82,16112574.68,16020151.28,15435073.39,16170524.01,15626554.71,14262718.92,13089685.91,12639589.59
121139004.0,Weatherly Area SD,Carbon,9535790.2,9602577.07,10049594.32,9881308.31,9194612.2,9256916.04,9280314.09,8501199.17,8350639.54,7757946.87,9050792.32,7877799.16,7069722.18
110141003.0,Bald Eagle Area SD,Centre,19952187.77,21439498.13,21131110.81,21199047.65,19538299.09,18748691.01,19365175.88,18274816.22,18239851.68,17426925.73,17912132.11,16841239.2,17201512.43
110141103.0,Bellefonte Area SD,Centre,38072760.43,39577114.19,38375187.39,35375190.95,34594925.26,33410039.05,32300419.49,30510881.53,29077595.53,28071563.21,29530552.45,27079280.28,26418737.31
110147003.0,Penns Valley Area SD,Centre,12769720.57,17340413.08,17290633.2,17075620.71,16363970.64,15896537.45,16001592.92,15016779.23,14324454.41,13720488.95,13337316.47,13911129.04,12937643.33
110148002.0,State College Area SD,Centre,107852920.84,108719344.08,100170726.68,102492476.97,95938184.44,92559036.94,87752412.99,83954467.94,83782868.4,81829996.76,82241012.14,80674818.64,77174905.09
124150503.0,Avon Grove SD,Chester,68044227.48,67567250.56,69781021.34,68467402.71,67687064.96,63406912.82,59190702.04,54558552.28,52919068.83,54150183.54,54189662.65,50900775.45,48813622.35
124151902.0,Coatesville Area SD,Chester,139781435.14,141813412.44,131445439.85,125363996.3,119477642.62,115059509.63,105563188.72,98748840.35,95506644.55,100160427.02,104632414.8,101770896.64,95284679.94
124152003.0,Downingtown Area SD,Chester,167602131.04,157583964.77,153710439.35,147875518.61,146326055.96,143425171.5,135126418.78,128832928.18,121972651.03,115606543.73,122324273.56,118441399.98,115412381.57
124153503.0,Great Valley SD,Chester,73283711.16,72141423.46,71409776.13,71194677.88,69269647.87,62753225.45,59141603.67,57067048.73,53477749.69,52650293.51,53115722.08,52086040.83,51894012.93
124154003.0,Kennett Consolidated SD,Chester,58468971.47,57041622.47,60461203.55,57466856.42,58553504.25,56426634.18,53406373.6,51375152.65,50613572.12,49683891.41,47877849.08,46457737.4,45001432.86
124156503.0,Octorara Area SD,Chester,37224823.94,35872271.98,36925986.36,34941779.79,33424048.38,32657493.41,31643523.97,31524745.69,29706208.84,29856087.33,30214651.27,29366575.65,27476835.3
124156603.0,Owen J Roberts SD,Chester,78098555.09,77003395.99,75699834.12,73490174.08,69678677.45,67526557.27,63718017.49,59778426.12,56574436.48,56485752.37,56075095.1,53012943.38,51465704.58
124156703.0,Oxford Area SD,Chester,50517479.67,49103194.53,47493650.41,44258245.44,42160571.35,42354163.8,40505666.92,40832679.33,38866666.04,36508859.41,36443600.68,35692093.32,33382025.92
124157203.0,Phoenixville Area SD,Chester,63778608.64,63402314.36,63386908.37,62329486.58,61223520.79,57656654.2,55177723.7,54734741.05,52035400.14,52622119.46,54902559.09,53989732.55,53784184.85
124157802.0,Tredyffrin-Easttown SD,Chester,114070291.75,110370312.47,105653689.49,105282445.79,98955062.05,93728609.04,89941707.68,84629344.61,81260388.02,78873165.24,79495517.22,78788626.97,73832473.18
124158503.0,Unionville-Chadds Ford SD,Chester,62418411.44,62007898.84,60807972.89,58814286.43,55927242.73,54998456.57,53247959.09,50931983.75,50104079.49,47014388.2,46872854.12,48889029.98,47095186.23
124159002.0,West Chester Area SD,Chester,165726617.22,160147270.11,164783462.68,162831479.27,160583928.86,155159243.21,147966677.54,142927292.44,137820887.36,134878068.94,135915712.46,134985357.81,135078758.75
106160303.0,Allegheny-Clarion Valley SD,Clarion,10127894.59,9671744.33,11092975.4,8776964.75,8353074.07,7628681.2,7938080.18,7835961.06,7519823.11,7764347.81,7715321.4,7221569.12,7218052.11
106161203.0,Clarion Area SD,Clarion,9497129.44,7787232.66,7519562.47,9704972.75,9463159.12,8822195.95,8696460.12,8650203.18,8348255.03,8193476.31,8264107.91,8953293.95,7770256.33
106161703.0,Clarion-Limestone Area SD,Clarion,8883508.79,9891301.51,9935344.76,9574218.8,9628209.15,9226294.79,9094906.38,8690879.08,8390554.52,8230192.27,8872483.81,8177655.92,7664202.52
106166503.0,Keystone  SD,Clarion,10296434.08,10600852.46,11103105.5,10483006.95,10275208.77,10159129.16,10292056.31,10070157.4,10077930.46,9555655.96,9726706.71,9566816.38,9467826.38
106167504.0,North Clarion County SD,Clarion,6443544.96,6639256.33,6114708.1,5709803.34,5563627.44,5598665.89,5397019.57,5275171.2,4899461.88,4876696.29,5485285.35,5116790.16,5230907.41
106168003.0,Redbank Valley SD,Clarion,10449991.38,11898504.35,11751328.78,11330037.62,11391518.87,10880018.73,10689373.66,10807979.7,10513039.53,10261011.77,11327614.57,10289812.32,10622625.78
106169003.0,Union  SD,Clarion,7615619.0,7556024.0,7645937.28,7735888.58,7262531.83,6712920.2,6770349.37,6906126.82,6696669.94,6774589.54,7029969.43,7218009.01,6954223.75
110171003.0,Clearfield Area SD,Clearfield,26822430.23,24904800.46,25219522.94,24590587.12,24279638.11,21806693.62,20809195.39,21419672.33,19779588.12,20625760.73,22503460.21,20388113.86,20737954.9
110171803.0,Curwensville Area SD,Clearfield,12097119.44,11613573.06,11116014.1,10571183.32,10072393.86,9671793.98,9620267.31,9492954.99,10592819.95,13968577.16,13457522.96,8277764.09,9114178.2
106172003.0,Dubois Area SD,Clearfield,32609237.67,36451805.21,36620074.55,36791449.13,35540762.29,34978265.91,34284396.56,35304261.54,36325893.34,34307953.88,33971761.18,32703769.12,31488623.14
110173003.0,Glendale SD,Clearfield,8781209.03,8514412.5,8459537.51,8134702.23,8164059.89,7938931.93,7697500.06,7756685.1,7698925.85,7164654.34,8001751.15,7773444.43,6958192.84
110173504.0,Harmony Area SD,Clearfield,3209068.01,3163768.49,3193058.04,3334011.9,3059006.89,3060786.21,3403949.3,3596338.62,3675321.73,3616058.91,3738538.55,3484139.18,3297691.76
110175003.0,Moshannon Valley SD,Clearfield,9394922.21,9225687.39,9629394.8,8974446.46,8795595.6,8580285.99,8381932.85,8229769.3,7396573.53,8203760.4,8293094.47,7731787.98,7596547.0
110177003.0,Philipsburg-Osceola Area SD,Clearfield,20976045.9,23034623.54,21607009.14,19801525.72,18556204.46,17496240.72,18529224.52,17022619.39,17464589.6,17876216.08,17747120.15,17261632.5,16874532.48
110179003.0,West Branch Area SD,Clearfield,10394050.5,11642216.75,11048571.52,11239523.64,10193926.55,9427022.13,9808146.13,10807136.17,10972032.02,11797911.77,10344085.88,9072929.27,9452699.06
110183602.0,Keystone Central SD,Clinton,51918756.95,49591631.93,50070883.11,51231321.0,52249686.64,48879406.21,45567979.37,43439832.84,40433620.94,39115696.92,40568066.9,40358339.24,39313775.48
116191004.0,Benton Area SD,Columbia,9421094.92,9738598.61,8952120.64,8622826.22,7591643.92,7745618.84,7432835.65,7078935.44,6795845.06,6385416.86,6938254.76,6822905.28,6395283.94
116191103.0,Berwick Area SD,Columbia,32264004.38,33333970.9,33071903.2,32118035.94,28689509.61,29469921.79,30773941.03,30998527.46,28718494.51,25886472.71,25000246.83,25999154.4,25454505.9
116191203.0,Bloomsburg Area SD,Columbia,17092254.25,19174188.98,18367627.64,17740745.77,16731883.21,15458719.43,15181257.84,14521253.42,13956376.45,13257805.33,14075229.15,13637868.28,13994019.91
116191503.0,Central Columbia SD,Columbia,21669867.6,21476586.96,21369989.94,20890287.57,19167201.97,18272359.19,17289555.42,17474063.65,17224482.03,16809993.21,16204152.94,15653474.08,15180809.04
116195004.0,Millville Area SD,Columbia,10049422.23,10846948.24,9464137.05,9316779.2,9855318.44,8855889.87,7429540.94,7256736.45,7258081.42,7523578.37,7549265.99,7324968.14,7365887.06
116197503.0,Southern Columbia Area SD,Columbia,16273370.29,14563840.67,14772092.23,14219667.3,13971773.61,13136369.47,12325886.33,12140195.58,11978598.92,11843665.37,12034458.01,11209391.68,11137135.77
105201033.0,Conneaut SD,Crawford,24197852.54,23422472.11,22875488.33,22569250.54,22309852.43,21754592.25,22547917.99,21110266.79,19268880.52,20213711.17,20812273.27,20628873.77,20168467.22
105201352.0,Crawford Central SD,Crawford,39164084.82,37232140.19,36231506.87,36040046.83,32908291.78,32809466.35,33104348.62,33430464.42,33109013.23,34535813.91,35161538.14,33732041.67,33948756.34
105204703.0,Penncrest SD,Crawford,32571786.01,29955270.13,31163124.76,31617749.94,30242509.51,30790277.38,31104993.04,30059099.91,30058643.7,29960951.72,30404024.16,31265748.16,29484436.18
115210503.0,Big Spring SD,Cumberland,37333164.17,35869986.8,34119459.68,31568650.67,30987440.83,29272499.94,29152479.76,28451066.88,27290570.3,26982112.33,26457491.19,24823853.37,25433147.39
115211003.0,Camp Hill SD,Cumberland,18030743.42,18072229.41,16227646.7,15738759.26,15062091.52,13830670.87,14159877.84,14133313.36,12555804.93,12201961.03,12096620.83,10749865.95,10556548.32
115211103.0,Carlisle Area SD,Cumberland,61531835.29,55031902.91,55441336.34,54024906.29,52664723.15,49921718.01,48340748.56,46409817.64,43126705.02,43428445.99,43526952.55,41096128.88,40464021.1
115211603.0,Cumberland Valley SD,Cumberland,103082808.69,98074069.58,96698648.24,92716617.22,85546684.04,78670492.08,75122823.82,70606760.56,66380043.32,65194853.35,65024513.45,63647748.53,61534418.03
115212503.0,East Pennsboro Area SD,Cumberland,34776140.16,30252699.8,29514748.32,27624461.93,28499932.68,26675168.24,24916674.1,24818912.08,23154030.62,22871517.24,23721412.89,22246073.78,22558298.69
115216503.0,Mechanicsburg Area SD,Cumberland,51299676.23,51675798.73,47879129.74,46414963.22,43074108.61,40771115.69,38861126.32,36377893.84,35838165.39,34742602.69,34708044.49,33389669.99,32848607.89
115218003.0,Shippensburg Area SD,Cumberland,36166681.09,34925697.22,32405404.72,32007280.5,32853855.55,30699315.74,29501025.61,28353582.16,28028174.9,27136971.78,27665601.55,26899238.9,24884898.38
115218303.0,South Middleton SD,Cumberland,29118197.43,25318137.07,24555476.52,23671148.38,24227683.6,23798887.75,23248109.27,23037807.14,21545199.99,21927799.41,21513978.41,20611113.53,18931016.65
115221402.0,Central Dauphin SD,Dauphin,148507033.42,142861083.35,140813948.0,138306120.14,129529366.36,122589308.36,118432108.95,113726012.04,105165771.46,106123929.34,105672264.79,98968377.28,99248494.18
115221753.0,Derry Township SD,Dauphin,48097930.9,45454901.24,43807554.56,42829852.51,40577625.53,38933402.18,38134810.22,36612871.53,35489272.36,35044127.13,34388132.39,33869301.64,33125790.61
115222504.0,Halifax Area SD,Dauphin,13624685.63,13636818.5,13911828.72,14617719.21,13226169.74,13167150.57,12895781.61,12190515.75,11143863.16,11356345.15,12324976.14,11635872.55,11482337.44
115222752.0,Harrisburg City SD,Dauphin,81937737.89,82716074.98,91027563.47,90005380.17,79015330.91,78785011.38,68325075.92,67410101.96,70562488.11,76346081.16,77951258.8,81983063.3,80108813.65
115224003.0,Lower Dauphin SD,Dauphin,47263869.65,45675258.87,46039080.62,44461441.92,42236941.55,41125207.1,41023280.3,37722205.37,35827597.52,35472427.52,37313489.87,35547393.46,33582108.8
115226003.0,Middletown Area SD,Dauphin,30769573.76,31876412.17,29556815.38,28630304.82,27579502.9,26570730.55,25188748.42,25518194.95,24508262.09,23226026.87,25689713.74,25037356.2,22982793.22
115226103.0,Millersburg Area SD,Dauphin,10007377.79,9408308.92,9300235.54,9810415.09,9353187.76,9913269.65,9686090.12,8982494.18,8489662.59,8536500.69,8684256.52,8062563.01,7795213.93
115228003.0,Steelton-Highspire SD,Dauphin,12941341.44,15171937.93,13522721.34,13216053.77,11570480.71,11540047.35,10800070.18,11584573.41,12363055.74,12223509.18,13459291.12,12607095.37,12591902.34
115228303.0,Susquehanna Township SD,Dauphin,41398052.88,37626649.07,38261231.27,37305490.97,35687314.95,33337874.58,33290571.38,32247986.92,30101839.75,29656081.84,28187457.27,27944186.64,26281532.85
115229003.0,Upper Dauphin Area SD,Dauphin,13943916.61,13445326.14,13568701.9,13243491.22,13333628.03,11721454.12,11717245.65,11719246.64,11055227.64,10906399.79,11155121.74,11566866.52,10956270.43
125231232.0,Chester-Upland SD,Delaware,108131569.99,100340154.9,97136993.58,94101264.0,90582590.94,88935269.24,79820814.93,96174033.51,83639415.54,59545015.91,91754084.21,65704246.83,65350989.4
125231303.0,Chichester SD,Delaware,54080021.19,53467301.96,51100245.91,48915508.49,47759697.55,47754855.38,46723633.98,44488083.86,42263599.42,42693567.93,40778521.41,41191773.61,40389311.62
125234103.0,Garnet Valley SD,Delaware,77611705.94,76370378.96,76802908.56,71614941.26,69821237.99,66956687.24,65061351.15,61923389.62,59050467.29,57568375.93,58252976.45,54518563.33,53098310.87
125234502.0,Haverford Township SD,Delaware,90881891.64,88517019.17,86935835.37,84843024.35,82524967.12,76362647.75,73977779.46,69885576.64,67563574.03,62891822.96,61238696.57,61402966.65,58595386.74
125235103.0,Interboro SD,Delaware,46024791.01,47050941.15,45837342.25,44845235.44,43870396.65,43820340.36,43279129.21,41597453.61,39739087.11,41058677.78,42493811.45,40784372.69,38744221.19
125235502.0,Marple Newtown SD,Delaware,58626732.35,56936910.55,55250878.92,52449882.46,49902019.26,49509676.54,48757725.22,46678187.38,45138246.73,44705580.87,43991446.36,41557896.09,44239544.95
125236903.0,Penn-Delco SD,Delaware,42272546.35,42677373.0,42333617.6,40859925.89,38576133.01,37975087.13,36821155.13,36006116.07,33544161.6,32442121.88,31421493.78,31106904.03,31323553.54
125237603.0,Radnor Township SD,Delaware,68399208.26,69341855.81,68853509.97,66395640.32,64573604.59,61279235.88,62003119.67,57503342.14,53945041.51,52723189.61,50805495.35,50986978.3,51373095.5
125237702.0,Ridley SD,Delaware,86846690.58,84120267.86,81324298.22,79657963.71,75932540.91,71360810.33,70984045.61,67159271.8,67012879.67,65696546.03,62445959.42,61845689.22,59916451.62
125237903.0,Rose Tree Media SD,Delaware,69005471.65,66865990.6,65803793.23,61803724.53,60398991.25,58510297.78,57744044.07,54631542.56,51813866.7,52725661.86,53535757.28,51176135.5,50518966.35
125238402.0,Southeast Delco SD,Delaware,51677587.98,50480370.91,52809292.36,51851288.61,47426077.87,44988399.7,42583502.77,40554079.27,40940766.82,40031975.03,41205323.01,40080052.77,40527340.28
125238502.0,Springfield SD,Delaware,55491039.48,54414493.86,53772980.63,53194266.49,51813855.84,47915896.53,44966159.04,45690998.26,42978373.28,42463857.86,41013130.65,39817957.88,39287044.48
125239452.0,Upper Darby SD,Delaware,131395051.39,138902014.76,137178932.32,135620851.85,132279591.63,126812729.5,118972962.29,114451715.14,112437143.63,110568844.66,110738540.78,106424960.57,104719348.58
125239603.0,Wallingford-Swarthmore SD,Delaware,61756578.0,58805438.9,56733045.35,54751423.23,52863586.21,51972420.86,50553583.31,47901902.78,46897037.69,45743317.75,44100200.03,43647599.09,41445646.37
125239652.0,William Penn SD,Delaware,69484892.89,67432877.01,67764532.63,66042642.49,63205278.51,64564087.73,61301753.84,61102213.1,59026783.74,55795618.14,58688898.77,55468611.07,53407965.86
109243503.0,Johnsonburg Area SD,Elk,6638149.08,6663847.76,6647339.6,6898526.72,7399714.59,7177800.95,7576426.76,7486744.13,7121357.41,6422766.83,6523056.68,6834502.75,6653799.45
109246003.0,Ridgway Area SD,Elk,9891356.99,9365839.44,9872187.49,9411303.63,9325642.88,9425858.14,8864887.16,8567880.49,8579541.66,8919204.96,9233662.15,9023220.56,8850744.27
109248003.0,Saint Marys Area SD,Elk,20503281.25,20488751.54,20230630.16,19738649.32,18815055.67,17704543.44,16494261.7,15700816.0,15313614.86,14678180.75,15596656.02,15464453.72,16318571.03
105251453.0,Corry Area SD,Erie,20172300.82,19296618.44,18866520.6,18492894.5,18512128.99,19192961.29,17954333.26,17570775.02,17485980.1,18098026.58,18631733.99,18455195.05,16469224.55
105252602.0,Erie City SD,Erie,112682993.43,116582111.59,109435836.4,93054262.32,107309248.92,112925874.46,110111904.13,115208927.57,100661671.88,101556326.01,116607992.29,105696077.84,100924301.21
105253303.0,Fairview SD,Erie,17665831.53,17315788.7,16822673.83,16396906.08,15913833.41,15239471.35,14871641.88,14678106.75,13958120.54,14538029.66,14838644.61,13724242.34,13419560.94
105253553.0,Fort Leboeuf SD,Erie,22790198.06,22489541.41,21480441.65,20755998.26,20566435.06,19659682.49,19328924.26,18903690.66,17445156.96,17435786.6,16650291.71,15868878.21,14883468.94
105253903.0,General Mclane SD,Erie,22911247.53,22704782.45,21862347.93,22033434.41,20090259.54,19363372.81,18134442.8,18219875.5,17283386.48,17512829.93,17615472.97,17877535.28,16550893.92
105254053.0,Girard SD,Erie,16819715.79,16602737.69,17187222.7,16216139.38,16403623.65,16007612.52,15873283.3,15255763.15,14409940.15,14665777.84,14353386.24,15840170.06,14342531.3
105254353.0,Harbor Creek SD,Erie,22730083.37,21321140.77,21094030.56,19806072.64,20326001.07,19572484.3,19230371.37,17987838.19,17715779.62,17015031.99,18130858.93,17254892.22,16657396.27
105256553.0,Iroquois SD,Erie,13241541.47,14379775.24,12815481.1,12601309.99,12373956.13,11531512.64,11702938.03,10815966.93,10560128.85,10135088.44,11185349.72,10487897.88,9973569.38
105257602.0,Millcreek Township SD,Erie,66490143.6,66208114.69,63278519.02,65127923.54,63609963.18,60896927.43,61207408.13,59724805.61,59190574.03,60223515.34,59690023.26,56694936.05,55972034.84
105258303.0,North East SD,Erie,15726252.08,15778314.41,15289384.05,14801668.51,14737796.68,14417559.39,14080660.79,13921484.33,13559711.15,13626454.2,13974212.11,14147557.11,13722996.17
105258503.0,Northwestern  SD,Erie,16689066.58,13400113.6,13157055.0,13520628.29,12641048.83,12534773.38,11638350.08,12014931.57,11363169.78,11991693.57,11545519.53,11606226.81,10975142.67
105259103.0,Union City Area SD,Erie,10469804.54,10281925.71,11310391.27,11017586.51,10540966.51,10926494.83,11034335.15,10144102.42,9596150.88,9679409.04,10534704.72,9953966.55,9973421.05
105259703.0,Wattsburg Area SD,Erie,15129807.68,15827995.21,15489904.17,14450198.6,14288712.68,13675834.51,13512989.97,13410096.12,12106710.9,12458983.93,12645250.54,12443575.33,12641445.42
101260303.0,Albert Gallatin Area SD,Fayette,31769162.98,32341996.69,32574981.31,31292983.63,29418725.73,30810723.53,30184251.66,28718490.02,29269675.42,27412033.94,28102621.48,27873308.78,28391705.79
101260803.0,Brownsville Area SD,Fayette,16844266.83,17964864.13,17398138.31,17595787.04,16092203.67,15239159.82,16058021.45,16347269.43,14206572.49,13539519.14,15538179.1,14861766.09,14651785.85
101261302.0,Connellsville Area SD,Fayette,39406806.11,41581490.66,40971699.01,40972848.6,38814937.18,40384810.43,41990128.83,44412752.79,43056880.75,42657168.69,40972663.74,42059632.2,38318290.22
101262903.0,Frazier SD,Fayette,12092180.1,11967387.44,11511138.61,11714014.42,11358240.55,10793263.61,10474449.24,10448854.15,10211931.06,10469569.0,10379267.83,10134184.4,9699976.87
101264003.0,Laurel Highlands SD,Fayette,31785874.16,32615532.78,31919471.33,30420025.14,30180983.66,29673476.7,29316254.44,27915704.49,26623341.89,26795321.13,27409649.4,25871348.39,24828203.24
101268003.0,Uniontown Area SD,Fayette,29272581.36,29938711.62,28766373.02,28405061.36,27629954.83,26379367.38,25736725.28,24567232.97,23426699.05,22175059.27,23424962.03,24207371.4,25428396.4
106272003.0,Forest Area SD,Forest,8389102.47,8716900.0,8362851.29,7683120.93,7365988.12,7190361.61,7690075.46,7565592.75,7160863.79,6980812.14,6162585.66,6199984.44,6205894.11
112281302.0,Chambersburg Area SD,Franklin,95540548.62,95599114.26,95268814.25,92251813.86,85834118.17,84374301.94,81330940.41,80482703.28,73665876.26,68484100.89,66040318.15,67453162.5,66670465.49
112282004.0,Fannett-Metal SD,Franklin,5677444.42,5883213.93,5359490.14,5387821.6,5108787.28,4895129.31,4906067.2,4748636.75,4434834.73,4613743.58,4938192.48,4554412.88,4161794.25
112283003.0,Greencastle-Antrim SD,Franklin,27794268.34,29541230.0,28914076.17,27945107.12,27417576.95,26376846.39,25884882.58,24860394.61,23969042.79,23495961.17,23791713.13,22936124.36,21828983.79
112286003.0,Tuscarora SD,Franklin,25441903.18,25209167.61,24293953.61,23235145.72,23353294.66,22687644.67,21768769.33,22695050.09,21622117.85,20683348.94,21113370.63,20637694.19,19225481.52
112289003.0,Waynesboro Area SD,Franklin,38916678.41,40058561.16,38065125.35,34449020.69,33899021.67,34372485.13,34494304.6,32771926.33,32016605.12,31067778.63,31292894.77,31063353.31,30581848.82
111291304.0,Central Fulton SD,Fulton,11888719.33,11734800.52,11269146.61,10987422.04,10539256.44,10030588.28,9923309.43,9550338.36,8640451.94,8455074.35,10551795.53,9666270.94,8903454.71
111292304.0,Forbes Road SD,Fulton,5116230.8,5202560.64,4947997.72,4852870.97,4584056.97,4384090.78,4146932.1,4451106.62,4513959.91,4491998.74,4615649.08,4520440.4,4461886.59
111297504.0,Southern Fulton SD,Fulton,8828684.6,8763347.33,8765310.0,8237109.11,7964420.64,7470475.04,7219938.7,6965387.61,6833431.41,6847063.58,6563604.4,6806335.25,6427464.9
101301303.0,Carmichaels Area SD,Greene,10531585.36,10924215.46,10771675.36,10238554.67,9946319.01,9299774.9,9309079.95,9802443.76,9510975.94,9494844.76,9523139.08,8865993.39,8815656.65
101301403.0,Central Greene SD,Greene,20811157.22,19270379.82,20213748.39,21663884.49,20902508.23,20583947.18,20648725.93,19660148.81,18817380.47,17871047.06,18331928.16,18397718.14,16365857.76
101303503.0,Jefferson-Morgan SD,Greene,9725258.6,9626390.7,9351054.47,8913533.64,8636596.27,9052423.33,8602867.2,8544804.74,8310615.48,8918015.69,9115053.67,8310101.25,7957858.97
101306503.0,Southeastern Greene SD,Greene,6845829.61,7109531.31,7058972.47,6906864.49,6947741.14,6439473.18,6507455.54,6543983.31,6619986.43,6164963.96,7305535.35,7206672.16,6487800.05
