Cat,AUN,LEA Name,County,Total Other Revenue 9000,The Face Value of Bonds/Notes Issued 9110,Proceeds from Refunding of Bonds/Notes 9120,Bond/Note Premiums 9130,Leases and Other Right to Use Arrangements 9220,Other Extended Term Financing Proceeds 9290,Special Revenue Fund Transfers 9320,Capital Projects Fund Transfers 9330,Debt Service Fund Transfers 9340,Enterprise Fund Transfers 9350,Internal Service Fund Transfers 9360,Trust and Custodial Fund Transfers 9370,Student Activity Custodial Fund Transfers 9380,Permanent Fund Transfers 9390,Sale or Compensation for Loss of Fixed Assets 9400,Transfers from Component Units 9710,Transfers from Primary Governments 9720,Other Financing Sources not Listed in the 9000 Series 9910,Special Items-Gains 9920,Extraordinary Items-Gains 9930,Insurance Recoveries 9990
4.0,199025446.0,Environmental CS at Frick Park,Allegheny,12352272.0,,,,12352272.0,,,,,,,,,,,,,,,,
4.0,103029865.0,Life Male STEAM Academy CS,Allegheny,,,,,,,,,,,,,,,,,,,,,
4.0,102023030.0,Manchester Academic CS,Allegheny,36531.0,,,,,36531.0,,,,,,,,,,,,,,,
4.0,102023217.0,Passport Academy CS,Allegheny,726645.0,,,,726645.0,,,,,,,,,,,,,,,,
4.0,103022481.0,Penn Hills CS of Entrepreneurship,Allegheny,358705.0,,,,,,,358705.0,,,,,,,,,,,,,
4.0,115220003.0,Pennsylvania Distance Learning CS,Allegheny,69570.88,,,,69570.88,,,,,,,,,,,,,,,,
4.0,160028259.0,Propel CS-Braddock Hills,Allegheny,,,,,,,,,,,,,,,,,,,,,
4.0,103020005.0,Propel CS-East,Allegheny,,,,,,,,,,,,,,,,,,,,,
4.0,103024952.0,Propel CS-Hazelwood,Allegheny,,,,,,,,,,,,,,,,,,,,,
4.0,103020002.0,Propel CS-Homestead,Allegheny,,,,,,,,,,,,,,,,,,,,,
4.0,103020003.0,Propel CS-McKeesport,Allegheny,,,,,,,,,,,,,,,,,,,,,
4.0,103020004.0,Propel CS-Montour,Allegheny,,,,,,,,,,,,,,,,,,,,,
4.0,103028192.0,Propel CS-Northside,Allegheny,,,,,,,,,,,,,,,,,,,,,
4.0,103024162.0,Propel CS-Pitcairn,Allegheny,730793.0,,,,37658.0,,,693135.0,,,,,,,,,,,,,
4.0,102027560.0,Provident CS,Allegheny,6548.0,,,,,,,,,,,,,,,,,,,,6548.0
4.0,103023410.0,Spectrum CS,Allegheny,5300.0,,,,,,,,,,,,,,5300.0,,,,,,
4.0,102020003.0,The New Academy CS,Allegheny,,,,,,,,,,,,,,,,,,,,,
4.0,103023090.0,Urban Academy of Greater Pittsburgh CS,Allegheny,111412.0,,,,,,,,,111412.0,,,,,,,,,,,
4.0,102023080.0,Urban Pathways 6-12 CS,Allegheny,,,,,,,,,,,,,,,,,,,,,
4.0,103028246.0,Urban Pathways K-5 College CS,Allegheny,,,,,,,,,,,,,,,,,,,,,
4.0,103028425.0,Westinghouse Arts Academy CS,Allegheny,,,,,,,,,,,,,,,,,,,,,
4.0,103020368.0,Young Scholars of Greater Allegheny CS,Allegheny,93055.0,,,,,,,,,93055.0,,,,,,,,,,,
4.0,103025206.0,Young Scholars of Western Pennsylvania CS,Allegheny,64213.0,,,,64213.0,,,,,,,,,,,,,,,,
4.0,127046517.0,Baden Academy CS,Beaver,,,,,,,,,,,,,,,,,,,,,
4.0,127040002.0,Lincoln Park Performing Arts CS,Beaver,700.0,,,,,,,,,,,,,,700.0,,,,,,
4.0,127041735.0,Midland Innovation & Technology CS,Beaver,2809782.53,,,,2809782.53,,,,,,,,,,,,,,,,
4.0,127043430.0,Pennsylvania Cyber CS,Beaver,7720720.46,,,,7250895.31,,,,,,,,,,469825.15,,,,,,
4.0,108057079.0,HOPE for Hyndman CS,Bedford,923694.0,,,,923694.0,,,,,,,,,,,,,,,,
4.0,108070001.0,Central PA Digital Learning Foundation CS,Blair,21682.0,,,,21682.0,,,,,,,,,,,,,,,,
4.0,122093460.0,Bucks County Montessori CS,Bucks,,,,,,,,,,,,,,,,,,,,,
4.0,122090001.0,Center for Student Learning CS at Pennsbury,Bucks,32126.0,,,,,,,,,32126.0,,,,,,,,,,,
4.0,122093140.0,School Lane CS,Bucks,,,,,,,,,,,,,,,,,,,,,
4.0,110143060.0,Centre Learning Community CS,Centre,1350.0,,,,,,,,,,,,,,1350.0,,,,,,
4.0,110143120.0,Nittany Valley CS,Centre,,,,,,,,,,,,,,,,,,,,,
4.0,110140001.0,Young Scholars of Central PA CS,Centre,24092.0,,,,,,,,,24092.0,,,,,,,,,,,
4.0,124150002.0,21st Century Cyber CS,Chester,1585438.0,,,,,,,,,,,,,,1585438.0,,,,,,
4.0,125230001.0,Achievement House CS,Chester,,,,,,,,,,,,,,,,,,,,,
4.0,124150003.0,Avon Grove CS,Chester,188032.0,,,,,,,,,188032.0,,,,,,,,,,,
4.0,124152880.0,Chester Co Family Academy CS,Chester,,,,,,,,,,,,,,,,,,,,,
4.0,124153320.0,Collegium CS,Chester,,,,,,,,,,,,,,,,,,,,,
4.0,124152637.0,Insight PA Cyber CS,Chester,,,,,,,,,,,,,,,,,,,,,
4.0,124150004.0,Pennsylvania Leadership CS,Chester,,,,,,,,,,,,,,,,,,,,,
4.0,124153350.0,Renaissance Academy CS,Chester,800.0,,,,,,,,,800.0,,,,,,,,,,,
4.0,101833400.0,Sugar Valley Rural CS,Clinton,,,,,,,,,,,,,,,,,,,,,
4.0,115227010.0,Capital Area School for the Arts CS,Dauphin,,,,,,,,,,,,,,,,,,,,,
4.0,115220002.0,Commonwealth Charter Academy CS,Dauphin,1440157.32,,,,1435551.66,,,,,,,,,,,,,,,,4605.66
4.0,115220001.0,Infinity CS,Dauphin,1955772.0,,,,,1955772.0,,,,,,,,,,,,,,,
4.0,115227398.0,Pennsylvania STEAM Academy CS,Dauphin,8492513.71,,,,,,,,8492513.71,,,,,,,,,,,,
4.0,115222343.0,Premier Arts and Science CS,Dauphin,,,,,,,,,,,,,,,,,,,,,
4.0,115227871.0,Reach Cyber CS,Dauphin,,,,,,,,,,,,,,,,,,,,,
4.0,115223050.0,Sylvan Heights Science CS,Dauphin,,,,,,,,,,,,,,,,,,,,,
4.0,125236827.0,Chester Charter Scholars Academy CS,Delaware,,,,,,,,,,,,,,,,,,,,,
4.0,125232950.0,Chester Community CS,Delaware,,,,,,,,,,,,,,,,,,,,,
4.0,125233517.0,Vision Academy CS,Delaware,385451.0,,,,385451.0,,,,,,,,,,,,,,,,
4.0,105257512.0,Erie Rise Leadership Academy CS,Erie,,,,,,,,,,,,,,,,,,,,,
4.0,105250004.0,Montessori Regional CS,Erie,149764.0,,,,,,,,,,,,,,,,,,,,149764.0
4.0,105250001.0,Perseus House CS of Excellence,Erie,,,,,,,,,,,,,,,,,,,,,
4.0,105252920.0,Robert Benjamin Wiley Community CS,Erie,,,,,,,,,,,,,,,,,,,,,
4.0,111440001.0,New Day CS,Huntingdon,,,,,,,,,,,,,,,,,,,,,
4.0,111315438.0,Stone Valley Community CS,Huntingdon,1500.0,,,,,,,,,,,,,,1500.0,,,,,,
4.0,119350001.0,Fell CS,Lackawanna,,,,,,,,,,,,,,,,,,,,,
4.0,119355028.0,Howard Gardner Multiple Intelligence CS,Lackawanna,1006203.39,,,,,1006203.39,,,,,,,,,,,,,,,
4.0,113362940.0,La Academia Partnership CS,Lancaster,,,,,,,,,,,,,,,,,,,,,
4.0,121395927.0,Arts Academy CS,Lehigh,,,,,,,,,,,,,,,,,,,,,
4.0,121399898.0,Arts Academy Elementary CS,Lehigh,,,,,,,,,,,,,,,,,,,,,
4.0,121394017.0,Circle of Seasons CS,Lehigh,,,,,,,,,,,,,,,,,,,,,
4.0,121398065.0,Executive Education Academy CS,Lehigh,,,,,,,,,,,,,,,,,,,,,
4.0,121395526.0,Innovative Arts Academy CS,Lehigh,,,,,,,,,,,,,,,,,,,,,
4.0,175390169.0,Lincoln Leadership Academy CS,Lehigh,,,,,,,,,,,,,,,,,,,,,
4.0,121393330.0,Roberto Clemente CS,Lehigh,31771.76,,,,31771.76,,,,,,,,,,,,,,,,
4.0,188392660.0,Seven Generations CS,Lehigh,,,,,,,,,,,,,,,,,,,,,
4.0,118400001.0,Bear Creek Community CS,Luzerne,18867.0,,,,13867.0,,,,,,,,,,,,,,,,5000.0
4.0,104432830.0,Keystone Education Center CS,Mercer,4200.0,,,,,,3000.0,,,,,,,,1200.0,,,,,,
4.0,120450003.0,Evergreen Community CS,Monroe,,,,,,,,,,,,,,,,,,,,,
4.0,126510020.0,Agora Cyber CS,Montgomery,,,,,,,,,,,,,,,,,,,,,
4.0,123460001.0,Pennsylvania Virtual CS,Montgomery,,,,,,,,,,,,,,,,,,,,,
4.0,123463370.0,Souderton CS Collaborative,Montgomery,10549.0,,,,10549.0,,,,,,,,,,,,,,,,
4.0,120486892.0,Easton Arts Academy Elementary CS,Northampton,9264310.0,,,,9143997.0,,,,,120313.0,,,,,,,,,,,
4.0,120480002.0,Lehigh Valley Academy Regional CS,Northampton,87705.0,,,,,,,82705.0,,,,,,,5000.0,,,,,,
4.0,120483170.0,Lehigh Valley Charter High School for the Arts,Northampton,123502.8,,,,,,123502.8,,,,,,,,,,,,,,
4.0,139481451.0,Lehigh Valley Dual Language CS,Northampton,277939.0,,,,185642.0,,,,,92297.0,,,,,,,,,,,
4.0,126510015.0,Ad Prima CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126512990.0,Alliance for Progress CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,104510394.0,Antonia Pantoja Community CS,Philadelphia,120236.0,,,,120236.0,,,,,,,,,,,,,,,,
4.0,181519176.0,ASPIRA Bilingual Cyber CS,Philadelphia,68203.0,,,,68203.0,,,,,,,,,,,,,,,,
4.0,126510010.0,Belmont CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,168513758.0,Bluford CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,185515523.0,Boys Latin of Philadelphia CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126513160.0,Christopher Columbus CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126512840.0,Community Academy of Philadelphia CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,103519376.0,Daroff CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126516724.0,Deep Roots CS,Philadelphia,3699482.0,,,,3699482.0,,,,,,,,,,,,,,,,
4.0,126510011.0,Discovery CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126513440.0,Esperanza Academy CS,Philadelphia,769971.0,,,,769971.0,,,,,,,,,,,,,,,,
4.0,126511563.0,Esperanza Cyber CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126513100.0,Eugenio Maria De Hostos CS,Philadelphia,93986.0,,,,93986.0,,,,,,,,,,,,,,,,
4.0,100510000.0,First Philadelphia Preparatory CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126510021.0,Folk Arts-Cultural Treasures CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,147513703.0,Franklin Towne Charter Elementary School,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126513450.0,Franklin Towne CHS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126518547.0,Frederick Douglass Mastery CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126513270.0,Freire CS,Philadelphia,15863.87,,,,,,,,,,,,,,,,,,,,15863.87
4.0,126513380.0,Global Leadership Academy CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126518004.0,Global Leadership Academy CS Southwest at Huey,Philadelphia,183095.0,,,,,,,,,183095.0,,,,,,,,,,,
4.0,126510005.0,Green Woods CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126512850.0,Harambee Institute of Science and Technology CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126512980.0,Imhotep Institute CHS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126513510.0,Independence CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126512039.0,Independence CS West,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126513070.0,Inquiry CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,133513315.0,John B Stetson CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,182514568.0,Keystone Academy CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126514864.0,KIPP DuBois CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126514059.0,KIPP North Philadelphia CS,Philadelphia,152572.0,,,,152572.0,,,,,,,,,,,,,,,,
4.0,126510013.0,KIPP Philadelphia CS,Philadelphia,17773084.0,,,,17551670.0,,,,,221414.0,,,,,,,,,,,
4.0,126515362.0,KIPP Philadelphia Octavius Catto CS,Philadelphia,13975970.0,,,,11975970.0,2000000.0,,,,,,,,,,,,,,,
4.0,126515492.0,KIPP West Philadelphia CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126513110.0,Laboratory CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126519476.0,Lindley Academy CS at Birney,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126513480.0,Mariana Bracetti Academy CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126510014.0,Maritime Academy CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126513150.0,MAST Community CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126513117.0,MaST Community CS II,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126511624.0,MaST Community CS III,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126510002.0,Mastery CHS-Lenfest Campus,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126518118.0,Mastery CS John Wister Elementary,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126519644.0,Mastery CS-Cleveland Elementary,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126511748.0,Mastery CS-Clymer Elementary,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126518795.0,Mastery CS-Francis D. Pastorius Elementary,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126513734.0,Mastery CS-Gratz Campus,Philadelphia,552645.0,,,,184466.0,,,,,,,,,,,,,,,,368179.0
4.0,126513290.0,Mastery CS-Hardy Williams,Philadelphia,147572.0,,,,147572.0,,,,,,,,,,,,,,,,
4.0,126516457.0,Mastery CS-Harrity Campus,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126519433.0,Mastery CS-Mann Campus,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,151514721.0,Mastery CS-Pickett Campus,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126510022.0,Mastery CS-Shoemaker Campus,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126517286.0,Mastery CS-Smedley Campus,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126510023.0,Mastery CS-Thomas Campus,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126517643.0,Mastery Prep Elementary CS,Philadelphia,73786.0,,,,73786.0,,,,,,,,,,,,,,,,
4.0,126513230.0,Math Civics and Sciences CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126519392.0,Memphis Street Academy CS @ JP Jones,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126513000.0,Multicultural Academy CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126513420.0,New Foundations CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126510019.0,Northwood Academy CS,Philadelphia,153966.0,,,,153966.0,,,,,,,,,,,,,,,,
4.0,126513452.0,Olney Charter High School,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,173515368.0,Pan American Academy CS,Philadelphia,204227.0,,,,204227.0,,,,,,,,,,,,,,,,
4.0,126510004.0,People for People CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126513280.0,Philadelphia Academy CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126510009.0,Philadelphia Electrical & Tech CHS,Philadelphia,5098739.0,5098739.0,,,,,,,,,,,,,,,,,,,
4.0,126510929.0,Philadelphia Hebrew Public CS,Philadelphia,12705665.0,,,,12705665.0,,,,,,,,,,,,,,,,
4.0,126510016.0,Philadelphia Montessori CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126513400.0,Philadelphia Performing Arts CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126512960.0,Preparatory CS of Mathematics Science Tech and Careers,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126510008.0,Richard Allen Preparatory CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126510001.0,Russell Byers CS,Philadelphia,15253793.0,,,,15253793.0,,,,,,,,,,,,,,,,
4.0,114514135.0,Sankofa Freedom Academy CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,108515107.0,Southwest Leadership Academy CS,Philadelphia,157703.0,,,,,,,,,157703.0,,,,,,,,,,,
4.0,192518422.0,Tacony Academy CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126511530.0,TECH Freire CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126515691.0,The Philadelphia CS for Arts and Sciences at HR Edmunds,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126512674.0,Universal Alcorn CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126519434.0,Universal Audenried CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126517442.0,Universal Creighton CS,Philadelphia,757747.0,,,,757747.0,,,,,,,,,,,,,,,,
4.0,126513210.0,Universal Institute CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126513415.0,Universal Vare CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126513020.0,West Oak Lane CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126510006.0,West Phila. Achievement CES,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126510007.0,Wissahickon CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,
4.0,126513250.0,Young Scholars CS,Philadelphia,40869.0,,,,40869.0,,,,,,,,,,,,,,,,
4.0,126512870.0,Youth Build Phila CS,Philadelphia,15704182.0,,,,,15786135.0,,,,,,,,,-81953.0,,,,,,
4.0,129544907.0,Gillingham Charter School,Schuylkill,129900.0,,,,129900.0,,,,,,,,,,,,,,,,
4.0,105620001.0,Tidioute Community CS,Warren,,,,,,,,,,,,,,,,,,,,,
4.0,101636920.0,California Academy of Learning CS,Washington,,,,,,,,,,,,,,,,,,,,,
4.0,107653040.0,Dr Robert Ketterer CS Inc,Westmoreland,,,,,,,,,,,,,,,,,,,,,
4.0,112673300.0,Crispus Attucks CS,York,,,,,,,,,,,,,,,,,,,,,
4.0,112673500.0,Lincoln CS,York,,,,,,,,,,,,,,,,,,,,,
4.0,189670676.0,York Academy Regional CS,York,,,,,,,,,,,,,,,,,,,,,
6.0,113363705.0,Lancaster County Academy,Lancaster,,,,,,,,,,,,,,,,,,,,,
6.0,112679205.0,York Adams Academy,York,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,School District,,220994704.63,39052227.89,51750000.0,1679940.8,52985255.459999986,17118262.509999998,1613339.09,13172547.770000001,4694255.819999999,4940940.48,861825.0,2645230.08,0.0,3135.0,15597457.819999997,0.0,0.0,517765.95,364.7,219688.2,14142468.060000004
,,AVTS / CTC,,3905617.2600000002,0.0,0.0,0.0,1091648.68,240810.56,80000.0,1225576.0,0.0,185186.32,0.0,0.0,3556.0,0.0,557672.66,36817.0,173015.07,0.0,0.0,0.0,311334.97000000003
,,Charter School,,146080416.72,5098739.0,0.0,0.0,106680815.14,20784641.39,126502.8,1134545.0,8492513.71,1224339.0,0.0,0.0,0.0,0.0,1988360.15,0.0,0.0,0.0,0.0,0.0,549960.53
,,Special Program Jointure,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,Total,,370980738.61,44150966.89,51750000.0,1679940.8,160757719.27999997,38143714.45999999,1819841.8900000001,15532668.770000001,13186769.530000001,6350465.800000001,861825.0,2645230.08,3556.0,3135.0,18143490.629999995,36817.0,173015.07,517765.95,364.7,219688.2,15003763.560000004
