name,graduation_count,college_bound,two_or_four_year_college_or_university,total_postsecondary_bound,non_degree_granting_postsecondary_school,specialized_associate_degree_granting_institution
Mastery CHS - Lenfest Campus,76,69,69,70,1,0
Mastery CS - Hardy Williams,79,59,58,68,9,1
Mastery CS - Thomas Campus,76,65,65,68,3,0
Mastery CS -Shoemaker Campus,116,101,100,104,3,1
Mastery CS-Gratz Campus,222,154,145,170,16,9
Mastery CS-Pickett Campus,101,76,75,85,9,1
Math Civics and Sciences CS,77,73,73,77,4,0
McCaskey Campus,592,437,360,464,27,77
McConnellsburg HS,68,43,43,44,1,0
McDowell HS,549,373,364,378,5,9
McGuffey HS,146,88,86,88,0,2
McGuffey SD,1,0,0,0,0,0
McKeesport Area SHS,246,162,149,195,33,13
Meadville Area SHS,173,111,103,116,5,8
Mechanicsburg Area SD,3,1,1,1,0,0
Mechanicsburg Area SHS,274,225,219,225,0,6
Mercer Area SHS,86,59,55,61,2,4
Methacton HS,398,360,360,360,0,0
Methacton SD,4,0,0,0,0,0
Meyersdale Area HS,67,45,45,46,1,0
Mid Valley Secondary Center,105,74,74,74,0,0
Middletown Area HS,150,98,97,102,4,1
Middletown Area SD,1,0,0,0,0,0
Midd-West HS,139,66,66,66,0,0
Midd-West SD,5,0,0,0,0,0
Mifflin Co HS,353,186,162,200,14,24
Mifflinburg Area SHS,164,88,87,93,5,1
Millcreek Township SD,1,0,0,0,0,0
Millersburg Area SHS,50,28,28,28,0,0
Millville Area JSHS,49,31,31,32,1,0
Milton Area SD,1,0,0,0,0,0
Milton HS,153,95,90,95,0,5
Minersville Area JSHS,103,68,57,71,3,11
Minersville Area SD,1,0,0,0,0,0
Mohawk JSHS,95,69,64,71,2,5
Monessen SHS,53,34,29,35,1,5
Moniteau JSHS,123,69,65,69,0,4
Montgomery JSHS,53,36,32,36,0,4
Montour HS,244,206,204,208,2,2
Montour SD,3,0,0,0,0,0
Montoursville Area SD,1,0,0,0,0,0
Montoursville Area SHS,130,88,88,88,0,0
Montrose Area JSHS,118,60,59,60,0,1
Moon Area SD,4,1,1,1,0,0
Moon SHS,289,264,259,264,0,5
Morrisville HS,48,31,29,31,0,2
Moshannon Valley JSHS,71,36,35,43,7,1
Motivation HS,68,0,0,0,0,0
Mount Carmel Area HS,114,60,58,64,4,2
Mount Pleasant Area HS,155,0,0,0,0,0
Mount Pleasant Area SD,5,0,0,0,0,0
Mount Union Area SHS,98,55,53,59,4,2
Mountain View JSHS,77,46,46,50,4,0
Mt Lebanon SD,6,1,1,4,3,0
Mt Lebanon SHS,428,406,404,406,0,2
Muhlenberg HS,306,230,223,231,1,7
Muhlenberg SD,17,0,0,0,0,0
Multicultural Academy CS,52,47,45,47,0,2
Muncy JSHS,77,58,54,58,0,4
Muncy SD,1,1,1,1,0,0
Nazareth Area HS,363,310,309,314,4,1
Nazareth Area SD,3,0,0,0,0,0
Neshaminy HS,571,538,538,553,15,0
Neshaminy SD,57,56,56,56,0,0
Neshannock JSHS,91,78,76,82,4,2
Neshannock Township SD,2,0,0,1,1,0
New Brighton Area HS,90,64,63,66,2,1
New Brighton Area SD,1,0,0,1,1,0
New Castle Area SD,15,0,0,0,0,0
New Castle SHS,146,104,100,105,1,4
New Day Charter School,25,0,0,1,1,0
New Foundations CS,159,152,152,156,4,0
New Hope-Solebury HS,146,141,141,142,1,0
New Hope-Solebury SD,2,0,0,0,0,0
New Oxford SHS,278,177,177,184,7,0
Newport HS,63,35,35,39,4,0
Norristown Area HS,304,247,239,247,0,8
Norristown Area SD,13,0,0,0,0,0
North Allegheny HS,657,502,502,502,0,0
North Allegheny SD,5,0,0,0,0,0
North Clarion Co JSHS,37,28,28,28,0,0
North East HS,119,76,74,79,3,2
North Hills SHS,381,322,319,331,9,3
North Penn SD,18,6,5,7,1,1
North Penn SHS,1047,926,922,942,16,4
North Penn-Liberty JSHS,42,27,27,29,2,0
North Penn-Mansfield JSHS,95,52,52,60,8,0
North Pocono HS,214,162,161,164,2,1
North Schuylkill JSHS,129,79,79,82,3,0
North Star HS,72,40,36,43,3,4
Northampton Area HS,396,321,316,328,7,5
Northampton Area SD,1,0,0,0,0,0
Northeast Bradford JSHS,76,43,42,47,4,1
Northeast HS,631,0,0,0,0,0
Northeastern SHS,221,142,138,146,4,4
Northeastern York SD,5,0,0,0,0,0
Northern Bedford Co MS/SHS,61,33,30,38,5,3
Northern Cambria HS,89,51,51,51,0,0
Northern HS,236,160,157,165,5,3
Northern Lebanon SD,4,0,0,0,0,0
Northern Lebanon SHS,150,101,93,101,0,8
Northern Lehigh SD,2,0,0,0,0,0
Northern Lehigh SHS,128,77,75,79,2,2
Northern Potter JSHS,44,17,15,17,0,2
Northern York County SD,9,0,0,0,0,0
Northgate MSHS,72,54,54,54,0,0
Northgate SD,1,0,0,0,0,0
Northwest Area HS,63,44,44,47,3,0
Northwest Area SD,2,0,0,2,2,0
Northwest PA Collegiate Academy,186,185,184,186,1,1
Northwestern  SD,1,0,0,0,0,0
Northwestern Lehigh HS,171,136,135,136,0,1
Northwestern Lehigh SD,5,0,0,0,0,0
Northwestern SHS,108,66,58,76,10,8
Norwin SD,4,0,0,0,0,0
Norwin SHS,412,335,329,340,5,6
Octorara Area JSHS,183,130,118,131,1,12
Octorara Area SD,8,0,0,0,0,0
Oil City Area SD,11,0,0,0,0,0
Oil City SHS,153,92,81,100,8,11
Old Forge JSHS,76,62,62,68,6,0
Old Forge SD,1,0,0,0,0,0
Oley Valley SD,3,0,0,0,0,0
Oley Valley SHS,129,83,83,87,4,0
Olney Charter High School,440,280,274,330,50,6
Oswayo Valley HS,30,17,17,19,2,0
Oswayo Valley SD,1,1,1,1,0,0
Otto-Eldred JSHS,52,35,35,37,2,0
Overbrook HS,109,0,0,0,0,0
Owen J Roberts HS,361,325,325,330,5,0
Owen J Roberts SD,35,19,18,21,2,1
Oxford Area HS,306,230,226,240,10,4
Palisades HS,133,98,97,100,2,1
Palisades SD,3,0,0,0,0,0
Palmerton Area HS,85,67,64,68,1,3
Palmerton Area SD,8,2,2,2,0,0
Palmyra Area SD,2,0,0,0,0,0
Palmyra Area SHS,258,190,190,191,1,0
Panther Valley JSHS,78,51,50,51,0,1
Parkland HS,795,666,664,676,10,2
Parkway Northwest,61,0,0,0,0,0
Parkway West,49,0,0,0,0,0
Parkway-Center City,146,0,0,0,0,0
Paul Robeson HS for Human Services,74,0,0,0,0,0
Pen Argyl Area HS,133,88,86,91,3,2
Penn Cambria HS,127,90,89,91,1,1
Penn Hills SD,2,0,0,0,0,0
Penn Hills SHS,347,294,280,309,15,14
Penn Manor HS,447,293,276,295,2,17
Penn Manor SD,9,0,0,0,0,0
Penn Trafford HS,335,297,288,304,7,9
Penn Treaty Sch,54,0,0,0,0,0
Penn Wood HS,306,174,169,174,0,5
Penncrest HS,299,278,278,281,3,0
Penncrest SD,2,0,0,0,0,0
Penn-Delco SD,4,0,0,0,0,0
Pennridge HS,584,483,482,492,9,1
Pennridge SD,16,4,4,4,0,0
Penns Manor Area JSHS,53,33,27,35,2,6
Penns Valley Area JSHS,117,81,77,84,3,4
Pennsbury HS,778,637,635,649,12,2
Pennsbury SD,28,0,0,0,0,0
Pennsylvania Cyber CS,1258,719,609,755,36,110
Pennsylvania Distance Learning CS,74,38,36,44,6,2
Pennsylvania Leadership CS,296,191,190,213,22,1
Pennsylvania Virtual CS,163,93,93,101,8,0
Pennsylvania Virtual CS,1,0,0,0,0,0
Penn-Trafford SD,1,0,0,0,0,0
Pequea Valley HS,119,69,61,72,3,8
Pequea Valley SD,4,0,0,0,0,0
Perkiomen Valley HS,455,386,382,390,4,4
Perkiomen Valley SD,3,0,0,0,0,0
Perseus House CS of Excellence,78,41,38,46,5,3
Peters Township SD,2,0,0,0,0,0
Peters Twp HS,338,320,320,321,1,0
Philadelphia Academy CS,105,82,82,90,8,0
Philadelphia City SD,880,0,0,0,0,0
Philadelphia Electrical & Tech CHS,128,85,85,93,8,0
Philadelphia Learning Academy - North,19,0,0,0,0,0
Philadelphia Learning Academy - South,10,0,0,0,0,0
Philadelphia Military Acad at Elverson,63,0,0,0,0,0
Philadelphia Performing Arts CS,188,0,0,0,0,0
Philipsburg-Osceola Area HS,96,56,53,57,1,3
Philipsburg-Osceola Area SD,2,0,0,0,0,0
Phoenix Academy,107,56,56,56,0,0
Phoenixville Area HS,263,218,218,221,3,0
Phoenixville Area SD,12,3,2,3,0,1
Pine Grove Area HS,111,59,59,63,4,0
Pine-Richland HS,355,318,318,319,1,0
Pine-Richland SD,6,1,1,1,0,0
Pittsburgh Allderdice HS,296,0,0,0,0,0
Pittsburgh Brashear HS,298,220,214,230,10,6
Pittsburgh CAPA 6-12,129,117,117,120,3,0
Pittsburgh Carrick HS,186,138,126,147,9,12
Pittsburgh Conroy,9,0,0,0,0,0
Pittsburgh Milliones 6-12,88,1,1,1,0,0
Pittsburgh Obama 6-12,103,4,4,4,0,0
Pittsburgh Oliver,7,0,0,0,0,0
Pittsburgh Online Academy,25,0,0,0,0,0
Pittsburgh Perry HS,98,2,2,2,0,0
Pittsburgh Pioneer,5,0,0,0,0,0
Pittsburgh Science and Technology Academ,88,2,2,2,0,0
Pittsburgh SD,27,0,0,0,0,0
Pittston Area SHS,232,188,188,195,7,0
Pleasant Valley HS,415,332,318,336,4,14
Plum Borough SD,1,0,0,0,0,0
Plum SHS,320,240,239,259,19,1
Plymouth-Whitemarsh SHS,362,321,321,328,7,0
Pocono Mountain East HS,412,293,283,296,3,10
Pocono Mountain SD,6,2,2,2,0,0
Pocono Mountain West HS,438,297,296,302,5,1
Port Allegany JSHS,65,34,34,39,5,0
Portage Area JSHS,51,37,33,41,4,4
Pottsgrove SHS,249,157,155,164,7,2
Pottstown SHS,123,91,80,91,0,11
Pottsville Area HS,199,119,110,120,1,9
Pottsville Area SD,3,0,0,0,0,0
Preparatory CS of Mathematics Science,112,72,72,74,2,0
Price,5,0,0,0,0,0
Propel CS-Braddock Hills,56,36,34,37,1,2
Propel CS-Homestead,29,26,25,28,2,1
Punxsutawney Area HS,150,90,90,105,15,0
Purchase Line JSHS,69,26,24,40,14,2
Quaker Valley HS,150,134,133,134,0,1
Quaker Valley SD,9,1,1,2,1,0
Quakertown Community HS,405,300,300,310,10,0
Quakertown Community SD,7,1,1,1,0,0
Radnor SHS,323,304,303,304,0,1
Randolph A. Philip AVT HS,103,0,0,0,0,0
Reading SD,5,0,0,0,0,0
Reading SHS,760,390,390,408,18,0
Red Land SHS,258,182,174,183,1,8
Red Lion Area SD,7,0,0,0,0,0
Red Lion Area SHS,382,311,291,369,58,20
Redbank Valley HS,97,43,42,52,9,1
Renaissance Academy CS,72,62,62,62,0,0
Reynolds JSHS,79,48,48,54,6,0
Reynolds SD,2,0,0,0,0,0
Richland HS,124,95,94,97,2,1
Richland SD,2,1,1,1,0,0
Ridgway Area HS,65,41,40,42,1,1
Ridley HS,438,371,368,377,6,3
Ridley SD,5,0,0,0,0,0
Ringgold SD,11,0,0,0,0,0
Ringgold SHS,182,101,96,113,12,5
Riverside Beaver County SD,2,0,0,0,0,0
Riverside HS,118,92,92,94,2,0
Riverside JSHS,89,70,63,71,1,7
Riverview HS,73,58,56,64,6,2
Riverview SD,1,0,0,0,0,0
Roberto Clemente CS,41,37,37,37,0,0
Rochester Area SD,2,0,0,0,0,0
Rochester High School,49,40,40,40,0,0
Rockwood Area JSHS,55,37,32,37,0,5
Rocky Grove JSHS,66,35,30,42,7,5
Roosevelt Altern Sch,88,52,45,52,0,7
Rose Tree Media SD,3,2,2,2,0,0
Roxborough HS,118,0,0,0,0,0
Saegertown JSHS,93,53,48,54,1,5
Saint Clair Area SD,12,0,0,0,0,0
Salisbury SHS,137,115,115,117,2,0
Salisbury Township SD,2,2,2,2,0,0
Salisbury-Elk Lick JSHS,21,12,12,13,1,0
Salisbury-Elk Lick SD,1,0,0,0,0,0
Saltsburg MS/HS,41,29,29,30,1,0
Sankofa Freedom Academy Charter School,42,42,42,42,0,0
Saucon Valley SHS,170,139,138,140,1,1
Saul W B Agricultural School,134,0,0,0,0,0
Sayre Area HS,58,43,42,45,2,1
Sayre William L MS,95,0,0,0,0,0
School of the Future,100,0,0,0,0,0
Schuylkill Haven Area SD,1,0,0,0,0,0
Schuylkill Haven SHS,95,62,62,69,7,0
Schuylkill Valley HS,145,116,113,118,2,3
Schuylkill Valley SD,1,0,0,0,0,0
Science Leadership Academy,117,0,0,0,0,0
Scranton HS,361,240,240,257,17,0
Scranton SD,42,10,10,11,1,0
Selinsgrove Area HS,181,125,125,125,0,0
Seneca HS,100,57,56,57,0,1
Seneca Valley HS,575,514,498,519,5,16
Seneca Valley SD,3,0,0,0,0,0
Shade JSHS,49,25,25,26,1,0
Shaler Area HS,349,262,246,264,2,16
Shaler Area SD,7,0,0,0,0,0
Shamokin Area HS,162,103,97,105,2,6
Shanksville-Stonycreek HS,27,17,17,17,0,0
Sharon HS,114,78,78,78,0,0
Sharpsville Area SD,1,0,0,0,0,0
Sharpsville Area SHS,102,71,69,71,0,2
Sheffield M/HS,44,17,17,18,1,0
Shenandoah Valley JSHS,69,37,37,37,0,0
Shenango HS,68,50,49,52,2,1
Shikellamy HS,148,78,75,79,1,3
Shippensburg Area SHS,249,154,143,156,2,11
Slippery Rock Area HS,181,146,146,147,1,0
Smethport Area JSHS,64,28,27,37,9,1
Solanco HS,270,142,131,149,7,11
Solanco SD,7,0,0,0,0,0
Somerset Area Jr-Sr HS,180,103,99,104,1,4
Souderton Area SD,15,2,2,3,1,0
Souderton Area SHS,556,443,441,444,1,2
South Allegheny MS/HS,94,62,59,63,1,3
South Allegheny SD,4,0,0,0,0,0
South Butler County SD,1,0,0,0,0,0
South Eastern SD,18,2,2,3,1,0
South Fayette Township SD,6,0,0,1,1,0
South Fayette Twp HS,180,158,157,171,13,1
South Park SD,2,0,0,0,0,0
South Park SHS,145,123,120,123,0,3
South Philadelphia HS,114,0,0,0,0,0
South Side Area SD,2,0,0,0,0,0
South Side HS,98,78,78,80,2,0
South Western SD,25,0,0,0,0,0
South Western SHS,254,170,165,179,9,5
South Williamsport Area JSHS,83,51,50,53,2,1
South Williamsport Area SD,1,0,0,0,0,0
Southeastern Greene SD,2,0,0,0,0,0
Southern Columbia HS,92,68,68,69,1,0
Southern Fulton JSHS,69,38,38,39,1,0
Southern Huntingdon Co HS/MS,104,53,52,57,4,1
Southern Lehigh SD,1,0,0,0,0,0
Southern Lehigh SHS,265,213,212,215,2,1
Southmoreland SHS,141,88,88,98,10,0
Spectrum CS,3,2,2,2,0,0
Spring Grove Area HS,254,168,157,172,4,11
Spring Grove Area SD,4,0,0,0,0,0
Springdale JSHS,72,51,49,51,0,2
Springfield HS,323,286,284,298,12,2
Springfield SD,7,1,1,1,0,0
Springfield Twp HS,158,131,131,132,1,0
Spring-Ford Area SD,5,0,0,0,0,0
Spring-Ford SHS 9-12 Ctr,561,492,492,499,7,0
St Marys Area SHS,147,81,80,93,12,1
State College Area HS,531,409,403,409,0,6
Steel Valley SD,1,1,1,1,0,0
Steel Valley SHS,113,76,73,78,2,3
Steelton-Highspire HS,61,20,18,21,1,2
Steelton-Highspire SD,4,0,0,0,0,0
STEM at Showalter,102,78,78,79,1,0
Sto-Rox JSHS,70,53,53,53,0,0
Sto-Rox SD,12,3,3,3,0,0
Strath Haven HS,294,274,272,275,1,2
Strawberry Mansion HS,73,0,0,0,0,0
Strong Vincent HS,114,61,61,61,0,0
Stroudsburg Area SD,7,0,0,0,0,0
Stroudsburg HS,405,225,225,227,2,0
Sugar Valley Rural CS,23,5,5,7,2,0
Sullivan Co JSHS,49,23,23,27,4,0
Sun Valley HS,236,200,191,201,1,9
Susq-Cyber CS,28,11,11,12,1,0
Susquehanna Community JSHS,51,35,31,36,1,4
Susquehanna Community SD,4,0,0,0,0,0
Susquehanna Township SD,2,0,0,0,0,0
Susquehanna Twp HS,211,180,178,180,0,2
Susquehannock HS,216,167,159,169,2,8
Susquenita HS,135,61,60,61,0,1
Swenson Arts & Technology HS,132,0,0,0,0,0
Tacony Academy Charter School,77,63,62,64,1,1
Tamaqua Area SHS,155,124,119,129,5,5
The Science Leadership Academy at Beeber,117,0,0,0,0,0
The SD of Philadelphia Virtual Academy,94,0,0,0,0,0
The Workshop School,33,0,0,0,0,0
Thomas Jefferson HS,219,187,183,195,8,4
Tidioute Community CS,19,13,12,15,2,1
Titusville Area SD,6,0,0,0,0,0
Titusville SHS,135,65,61,77,12,4
Towanda Area JSHS,117,53,46,56,3,7
Tredyffrin-Easttown SD,31,9,9,9,0,0
Trinity SHS,253,165,162,172,7,3
Tri-Valley JSHS,61,45,42,45,0,3
Troy Area JSHS,74,31,31,34,3,0
Truman SHS,324,231,231,243,12,0
Tulpehocken Area SD,1,0,0,0,0,0
Tulpehocken JSHS,104,67,67,77,10,0
Tunkhannock HS,185,124,116,124,0,8
Turkeyfoot Valley Area JSHS,23,15,11,15,0,4
Turkeyfoot Valley Area SD,1,0,0,0,0,0
Tuscarora SD,2,0,0,0,0,0
Tussey Mountain HS,80,38,30,41,3,8
Twin Valley HS,251,195,186,197,2,9
Twin Valley SD,18,0,0,0,0,0
Tyrone Area HS,121,75,68,88,13,7
Union Area HS,59,51,48,51,0,3
Union Area SD,1,0,0,0,0,0
Union City HS,67,39,39,39,0,0
Union HS,36,21,18,22,1,3
Uniontown Area SD,4,0,0,0,0,0
Uniontown Area SHS,168,98,89,98,0,9
Unionville HS,285,266,266,272,6,0
Unionville-Chadds Ford SD,8,0,0,0,0,0
United JSHS,88,52,50,54,2,2
United SD,1,0,0,0,0,0
Universal Audenried Charter School,137,0,0,0,0,0
Upper Adams SD,4,0,0,0,0,0
Upper Darby SD,22,5,5,5,0,0
Upper Darby SHS,771,418,418,434,16,0
Upper Dauphin Area HS,81,53,48,56,3,5
Upper Dauphin Area SD,4,0,0,0,0,0
Upper Dublin HS,325,297,297,302,5,0
Upper Dublin SD,3,0,0,0,0,0
Upper Merion Area SD,24,11,11,11,0,0
Upper Merion HS,276,247,245,247,0,2
Upper Moreland HS,239,189,189,192,3,0
Upper Moreland Township SD,4,0,0,0,0,0
Upper Perkiomen HS,201,134,130,135,1,4
Upper Perkiomen SD,4,2,2,2,0,0
Upper Saint Clair HS,357,338,338,340,2,0
Upper Saint Clair SD,7,0,0,0,0,0
Urban Pathways 6-12 CS,34,31,31,31,0,0
Valley JSHS,118,96,90,98,2,6
Valley View HS,178,147,144,156,9,3
Wallenpaupack Area HS,256,160,158,170,10,2
Wallenpaupack Area SD,3,0,0,0,0,0
Wallingford-Swarthmore SD,2,0,0,0,0,0
Warren Area HS,162,101,95,108,7,6
Warrior Run HS,102,64,61,64,0,3
Warwick SHS,338,236,233,238,2,3
Washington George HS,261,0,0,0,0,0
Washington HS,88,48,45,51,3,3
Washington SD,2,0,0,0,0,0
Wayne Highlands SD,14,8,8,9,1,0
Waynesboro Area SD,11,0,0,0,0,0
Waynesboro Area SHS,324,182,172,185,3,10
Waynesburg Central HS,123,77,69,78,1,8
Weatherly Area SD,3,0,0,0,0,0
Weatherly Area SHS,63,45,45,46,1,0
Wellsboro Area HS,94,51,50,51,0,1
West Allegheny SHS,281,224,214,228,4,10
West Branch Area JSHS,76,42,40,48,6,2
West Chester Area SD,36,1,1,1,0,0
West Chester Bayard Rustin HS,315,286,286,295,9,0
West Chester East HS,334,315,315,323,8,0
West Chester Henderson HS,312,279,279,286,7,0
West Forest JSHS,18,9,8,9,0,1
West Greene HS,43,28,27,28,0,1
West Greene SD,2,0,0,0,0,0
West Jefferson Hills SD,2,0,0,0,0,0
West Middlesex Area JSHS,81,38,36,38,0,2
West Middlesex Area SD,1,0,0,0,0,0
West Mifflin Area HS,242,184,180,188,4,4
West Mifflin Area SD,2,0,0,0,0,0
West Perry SD,3,0,0,0,0,0
West Perry SHS,191,115,115,119,4,0
West Philadelphia HS,81,0,0,0,0,0
West Scranton HS,189,121,121,125,4,0
West Shamokin JSHS,78,58,56,61,3,2
West Shore SD,1,0,0,0,0,0
West Side CTC,93,44,44,46,2,0
West York Area HS,218,154,149,157,3,5
West York Area SD,11,7,6,10,3,1
Western Beaver Co JSHS,61,34,30,37,3,4
Western Beaver County SD,1,0,0,0,0,0
Western Wayne HS,146,94,89,96,2,5
Western Wayne SD,1,0,0,0,0,0
Westmont Hilltop HS,111,96,95,96,0,1
Whitehall HS,362,290,289,292,2,1
Whitehall-Coplay SD,8,0,0,0,0,0
Widener Memorial Sch,10,0,0,0,0,0
Wilkes-Barre Area SD,27,2,2,3,1,0
William Allen HS,549,359,351,376,17,8
William Penn SD,3,0,0,0,0,0
William Penn SHS,164,95,92,97,2,3
William Tennent HS,431,360,360,368,8,0
Williams Valley JSHS,64,44,37,45,1,7
Williamsburg Community JSHS,35,17,14,21,4,3
Williamsburg Community SD,1,0,0,0,0,0
Williamson SHS,80,51,51,53,2,0
Williamsport Area SD,2,1,1,1,0,0
Williamsport Area SHS,335,198,198,198,0,0
Wilmington Area HS,84,68,64,68,0,4
Wilmington Area SD,1,0,0,0,0,0
Wilson Area HS,155,119,118,121,2,1
Wilson Area SD,4,2,2,3,1,0
Wilson HS,452,302,301,310,8,1
Windber Area HS,62,45,45,49,4,0
Windber Area SD,1,0,0,0,0,0
Wissahickon SD,11,3,3,3,0,0
Wissahickon SHS,318,296,296,298,2,0
Woodland Hills JSHS,241,181,175,198,17,6
Woodland Hills SD,9,0,0,0,0,0
Wyalusing Valley JSHS,83,46,45,55,9,1
Wyoming Area SD,6,0,0,0,0,0
Wyoming Area Sec Ctr,184,153,150,153,0,3
Wyoming Valley West SD,5,0,0,0,0,0
Wyoming Valley West SHS,323,255,250,256,1,5
Wyomissing Area JSHS,163,138,135,140,2,3
Wyomissing Area SD,3,2,2,2,0,0
York Co School of Technology,366,128,126,137,9,2
York Suburban SD,13,6,6,7,1,0
York Suburban SHS,161,131,131,131,0,0
Yough SD,4,0,0,0,0,0
Yough SHS,173,134,113,134,0,21
Youngsville HS,71,29,26,30,1,3
Youth Build Phila CS,131,13,13,15,2,0
