name,graduation_count,college_bound,two_or_four_year_college_or_university,total_postsecondary_bound,non_degree_granting_postsecondary_school,specialized_associate_degree_granting_institution
Mars Area SHS,234,199,197,207,8,2
MAST Community Charter School,98,90,89,91,1,1
Mastbaum Jules E AVTS,128,58,46,61,3,12
Masterman Julia R Sec Sch,110,108,108,108,0,0
Mastery CHS - Lenfest Campus,64,47,47,53,6,0
Mastery CS - Hardy Williams,79,46,46,46,0,0
Mastery CS - Thomas Campus,89,64,64,70,6,0
Mastery CS -Shoemaker Campus,115,89,89,95,6,0
Mastery CS-Gratz Campus,178,131,129,148,17,2
Mastery CS-Pickett Campus,79,59,56,60,1,3
Math Civics and Sciences CS,69,62,62,68,6,0
McCaskey Campus,595,409,372,425,16,37
McConnellsburg HS,61,32,31,32,0,1
McDowell HS,502,322,316,335,13,6
McGuffey HS,106,56,51,63,7,5
McGuffey SD,2,0,0,0,0,0
McKeesport Area SHS,196,113,107,121,8,6
Meadville Area SHS,189,98,94,104,6,4
Mechanicsburg Area SD,5,0,0,0,0,0
Mechanicsburg Area SHS,283,204,200,207,3,4
Mercer Area SHS,76,47,41,50,3,6
Methacton HS,385,361,361,361,0,0
Meyersdale Area HS,69,29,28,29,0,1
Mid Valley SD,5,0,0,0,0,0
Mid Valley Secondary Center,110,72,72,72,0,0
Middletown Area HS,129,69,64,74,5,5
Midd-West HS,143,68,66,72,4,2
Midd-West SD,1,0,0,0,0,0
Mifflin Co HS,397,172,149,186,14,23
Mifflinburg Area SHS,163,88,86,94,6,2
Millcreek Township SD,4,0,0,0,0,0
Millersburg Area SHS,71,42,42,44,2,0
Millville Area JSHS,49,36,36,36,0,0
Milton HS,167,99,99,101,2,0
Minersville Area JSHS,84,61,51,62,1,10
Mohawk SHS,82,65,61,72,7,4
Monessen City SD,1,0,0,0,0,0
Monessen SHS,52,0,0,0,0,0
Moniteau JSHS,100,67,64,67,0,3
Moniteau SD,1,0,0,0,0,0
Montgomery JSHS,66,41,36,41,0,5
Montour HS,220,174,174,178,4,0
Montour SD,3,0,0,0,0,0
Montoursville Area SD,4,0,0,0,0,0
Montoursville Area SHS,125,86,86,88,2,0
Montrose Area JSHS,116,72,69,74,2,3
Moon Area SD,5,0,0,0,0,0
Moon SHS,298,243,243,244,1,0
Morrisville HS,59,40,40,41,1,0
Moshannon Valley JSHS,69,35,24,35,0,11
Moshannon Valley SD,1,0,0,0,0,0
Motivation HS,83,45,38,49,4,7
Mount Carmel Area HS,82,49,49,50,1,0
Mount Carmel Area SD,1,0,0,0,0,0
Mount Pleasant Area HS,149,0,0,0,0,0
Mount Pleasant Area SD,9,0,0,0,0,0
Mount Union Area SHS,98,55,51,63,8,4
Mountain View JSHS,67,31,31,34,3,0
Mountain View SD,2,0,0,0,0,0
Mt Lebanon SD,3,1,1,1,0,0
Mt Lebanon SHS,452,412,409,416,4,3
Muhlenberg HS,277,209,204,210,1,5
Muhlenberg SD,1,0,0,0,0,0
Multicultural Academy CS,52,48,48,50,2,0
Muncy JSHS,65,40,40,40,0,0
Muncy SD,1,0,0,0,0,0
Nazareth Area HS,356,292,292,299,7,0
Nazareth Area SD,3,0,0,0,0,0
Neshaminy HS,613,491,491,517,26,0
Neshaminy SD,4,3,3,3,0,0
Neshannock JSHS,91,80,79,82,2,1
Neshannock Township SD,1,1,1,1,0,0
New Brighton Area HS,98,62,55,64,2,7
New Castle Area SD,23,0,0,0,0,0
New Castle SHS,166,112,106,112,0,6
New Day Charter School,24,0,0,0,0,0
New Foundations CS,169,137,134,141,4,3
New Hope-Solebury HS,136,126,126,127,1,0
New Kensington-Arnold SD,2,0,0,0,0,0
New Oxford SHS,279,209,194,210,1,15
Newport HS,76,52,52,52,0,0
Norristown Area HS,324,253,239,253,0,14
Norristown Area SD,12,1,1,1,0,0
North Allegheny HS,687,636,636,638,2,0
North Allegheny SD,1,0,0,0,0,0
North Clarion Co JSHS,47,28,27,31,3,1
North East HS,113,67,64,72,5,3
North East SD,2,0,0,0,0,0
North Hills SHS,334,266,265,275,9,1
North Penn SD,1,0,0,0,0,0
North Penn SHS,1063,902,902,909,7,0
North Penn-Liberty JSHS,59,29,29,32,3,0
North Penn-Mansfield JSHS,98,54,51,56,2,3
North Pocono HS,242,196,196,196,0,0
North Pocono SD,3,0,0,0,0,0
North Schuylkill JSHS,131,88,88,88,0,0
North Star HS,81,35,34,39,4,1
Northampton Area HS,461,367,361,375,8,6
Northeast Bradford JSHS,63,30,28,32,2,2
Northeast HS,565,425,407,433,8,18
Northeastern SHS,262,190,185,195,5,5
Northeastern York SD,2,0,0,0,0,0
Northern Bedford County HS,54,31,30,32,1,1
Northern Cambria HS,69,43,40,43,0,3
Northern HS,231,171,165,174,3,6
Northern Lebanon SD,4,0,0,0,0,0
Northern Lebanon SHS,153,83,77,84,1,6
Northern Lehigh SD,7,0,0,0,0,0
Northern Lehigh SHS,128,98,93,99,1,5
Northern Potter JSHS,32,15,13,15,0,2
Northern York County SD,6,0,0,1,1,0
Northgate MSHS,70,60,60,61,1,0
Northgate SD,3,0,0,0,0,0
Northwest Area HS,60,42,42,42,0,0
Northwest Area SD,2,0,0,0,0,0
Northwest PA Collegiate Academy,171,167,166,167,0,1
Northwestern Lehigh HS,190,148,146,150,2,2
Northwestern Lehigh SD,4,1,1,1,0,0
Northwestern SHS,104,54,53,54,0,1
Norwin SD,4,0,0,0,0,0
Norwin SHS,387,311,303,314,3,8
Octorara Area JSHS,167,118,118,120,2,0
Octorara Area SD,14,0,0,0,0,0
Oil City Area SD,10,0,0,0,0,0
Oil City SHS,142,77,75,80,3,2
Old Forge JSHS,68,53,53,55,2,0
Oley Valley SD,7,0,0,0,0,0
Oley Valley SHS,134,98,98,99,1,0
Olney Charter High School,433,222,221,261,39,1
Oswayo Valley HS,43,23,23,24,1,0
Otto-Eldred JSHS,52,38,37,39,1,1
Overbrook HS,76,48,46,48,0,2
Owen J Roberts HS,394,334,329,336,2,5
Owen J Roberts SD,23,5,5,5,0,0
Oxford Area HS,313,201,200,211,10,1
Palisades HS,150,127,127,127,0,0
Palisades SD,4,0,0,0,0,0
Palmerton Area HS,107,83,80,84,1,3
Palmerton Area SD,4,1,1,1,0,0
Palmyra Area SD,1,0,0,0,0,0
Palmyra Area SHS,262,193,193,197,4,0
Panther Valley JSHS,96,65,61,67,2,4
Parkland HS,772,670,670,680,10,0
Parkland SD,2,1,1,1,0,0
Parkway Center City Middle College,108,93,88,93,0,5
Parkway Northwest,50,35,34,36,1,1
Parkway West,52,41,38,43,2,3
Paul Robeson HS for Human Services,70,58,55,58,0,3
Pen Argyl Area HS,132,109,107,109,0,2
Penn Cambria HS,131,96,96,103,7,0
Penn Cambria SD,4,0,0,0,0,0
Penn Hills SD,9,0,0,0,0,0
Penn Hills SHS,300,235,227,244,9,8
Penn Manor HS,409,283,265,287,4,18
Penn Manor SD,13,1,1,1,0,0
Penn Trafford HS,314,268,263,270,2,5
Penn Treaty Sch,65,25,22,29,4,3
Penn Wood HS,323,240,225,240,0,15
Penncrest HS,330,307,306,311,4,1
Penncrest SD,3,0,0,0,0,0
Penn-Delco SD,4,0,0,0,0,0
Pennridge HS,589,485,483,487,2,2
Pennridge SD,16,0,0,0,0,0
Penns Manor Area JSHS,59,29,27,30,1,2
Penns Manor Area SD,2,0,0,0,0,0
Penns Valley Area JSHS,110,80,71,80,0,9
Pennsbury HS,753,607,606,616,9,1
Pennsbury SD,13,0,0,0,0,0
Pennsylvania Cyber CS,1173,548,465,566,18,83
Pennsylvania Cyber CS,2,0,0,0,0,0
Pennsylvania Distance Learning CS,59,36,35,40,4,1
Pennsylvania Leadership CS,345,223,223,246,23,0
Pennsylvania Virtual CS,193,103,95,114,11,8
People for People CS,16,13,13,14,1,0
Pequea Valley HS,112,69,61,75,6,8
Pequea Valley SD,6,2,2,2,0,0
Perkiomen Valley HS,462,367,361,370,3,6
Perseus House CS of Excellence,88,65,55,69,4,10
Peters Township SD,6,0,0,0,0,0
Peters Twp HS,372,345,345,354,9,0
Philadelphia Academy CS,85,57,57,63,6,0
Philadelphia City SD,918,62,53,68,6,9
Philadelphia Electrical & Tech CHS,146,92,92,100,8,0
Philadelphia Electrical & Tech CHS,2,0,0,0,0,0
Philadelphia Learning Academy - North,13,0,0,0,0,0
Philadelphia Learning Academy - South,13,8,7,8,0,1
Philadelphia Military Acad at Elverson,43,29,24,31,2,5
Philadelphia Performing Arts CS,158,154,154,157,3,0
Philipsburg-Osceola Area HS,112,60,52,62,2,8
Philipsburg-Osceola Area SD,1,0,0,0,0,0
Phoenix Academy,117,11,11,11,0,0
Phoenixville Area HS,252,216,216,223,7,0
Phoenixville Area SD,7,0,0,0,0,0
Pine Grove Area HS,116,63,63,65,2,0
Pine-Richland HS,411,362,362,369,7,0
Pittsburgh Allderdice HS,356,104,104,105,1,0
Pittsburgh Brashear HS,289,1,1,1,0,0
Pittsburgh CAPA 6-12,125,119,119,120,1,0
Pittsburgh Carrick HS,174,57,54,60,3,3
Pittsburgh Conroy,10,0,0,0,0,0
Pittsburgh Milliones 6-12,74,8,7,9,1,1
Pittsburgh Obama 6-12,115,81,81,81,0,0
Pittsburgh Oliver,14,0,0,0,0,0
Pittsburgh Online Academy,31,1,1,1,0,0
Pittsburgh Perry HS,112,5,4,6,1,1
Pittsburgh Pioneer,8,0,0,0,0,0
Pittsburgh Science and Technology Academ,76,4,4,4,0,0
Pittsburgh SD,4,0,0,0,0,0
Pittston Area SHS,236,186,184,196,10,2
Pleasant Valley HS,374,297,290,309,12,7
Plum Borough SD,1,0,0,0,0,0
Plum SHS,291,221,217,224,3,4
Plymouth-Whitemarsh SHS,364,317,316,318,1,1
Pocono Mountain East HS,361,216,212,219,3,4
Pocono Mountain SD,4,0,0,0,0,0
Pocono Mountain West HS,414,260,260,277,17,0
Port Allegany JSHS,39,21,21,21,0,0
Portage Area JSHS,69,42,34,43,1,8
Pottsgrove SD,3,0,0,0,0,0
Pottsgrove SHS,229,171,164,171,0,7
Pottstown SD,2,0,0,0,0,0
Pottstown SHS,166,79,79,89,10,0
Pottsville Area HS,202,109,104,117,8,5
Pottsville Area SD,1,0,0,0,0,0
Preparatory CS of Mathematics Science Te,131,78,78,79,1,0
Price,1,1,1,1,0,0
Propel CS-Braddock Hills,39,31,30,34,3,1
Propel CS-Homestead,33,26,26,29,3,0
Punxsutawney Area HS,137,72,72,90,18,0
Punxsutawney Area SD,3,0,0,0,0,0
Purchase Line JSHS,58,22,21,22,0,1
Quaker Valley HS,173,143,143,143,0,0
Quaker Valley SD,5,1,1,1,0,0
Quakertown Community HS,391,303,302,306,3,1
Quakertown Community SD,5,0,0,0,0,0
Radnor SHS,285,262,262,265,3,0
Radnor Township SD,2,0,0,0,0,0
Randolph A. Philip AVT HS,76,40,32,42,2,8
Reach Cyber CS,242,0,0,0,0,0
Reading SD,11,0,0,0,0,0
Reading SHS,887,425,406,448,23,19
Red Land SHS,277,193,189,194,1,4
Red Lion Area SD,16,0,0,0,0,0
Red Lion Area SHS,355,234,225,243,9,9
Redbank Valley HS,91,0,0,0,0,0
Redbank Valley SD,4,0,0,0,0,0
Renaissance Academy CS,63,57,56,57,0,1
Renaissance Academy CS,1,1,1,1,0,0
Reynolds JSHS,81,47,47,50,3,0
Richland HS,114,76,71,76,0,5
Richland SD,1,0,0,0,0,0
Ridgway Area HS,73,44,42,44,0,2
Ridley HS,436,343,319,346,3,24
Ridley SD,8,1,1,1,0,0
Ringgold SD,11,0,0,0,0,0
Ringgold SHS,217,115,113,121,6,2
Riverside HS,123,69,63,70,1,6
Riverside JSHS,103,64,64,68,4,0
Riverview JSHS,64,47,44,48,1,3
Riverview SD,1,0,0,0,0,0
Roberto Clemente CS,41,36,36,40,4,0
Rochester Area SD,2,0,0,0,0,0
Rochester High School,52,32,32,40,8,0
Rockwood Area JSHS,62,30,27,30,0,3
Rocky Grove JSHS,79,47,29,47,0,18
Roosevelt Altern Sch,76,46,37,46,0,9
Roxborough HS,135,82,79,84,2,3
Saegertown JSHS,81,43,41,51,8,2
Saint Marys Area SD,1,0,0,0,0,0
Salisbury SHS,130,100,100,100,0,0
Salisbury Township SD,1,1,1,1,0,0
Salisbury-Elk Lick JSHS,18,6,5,6,0,1
Saltsburg MS/HS,36,29,29,30,1,0
Sankofa Freedom Academy Charter School,35,31,31,33,2,0
Saucon Valley SD,3,1,1,1,0,0
Saucon Valley SHS,162,128,127,130,2,1
Saul W B Agricultural School,110,68,65,69,1,3
Sayre Area HS,75,51,51,56,5,0
Sayre William L MS,53,28,26,30,2,2
School Lane CS,71,53,53,57,4,0
School of the Future,91,53,52,54,1,1
Schuylkill Haven SHS,98,64,54,64,0,10
Schuylkill Valley HS,137,115,115,115,0,0
Schuylkill Valley SD,4,0,0,0,0,0
Science Leadership Academy,120,104,103,104,0,1
Scranton HS,406,226,225,243,17,1
Scranton SD,31,6,6,6,0,0
Selinsgrove Area HS,188,126,126,126,0,0
Selinsgrove Area SD,1,0,0,0,0,0
Seneca HS,98,49,48,52,3,1
Seneca Valley HS,588,496,495,526,30,1
Seneca Valley SD,1,1,1,1,0,0
Shade JSHS,37,19,19,21,2,0
Shaler Area HS,311,225,223,243,18,2
Shaler Area SD,3,0,0,0,0,0
Shamokin Area HS,145,88,87,89,1,1
Shamokin Area SD,1,0,0,0,0,0
Shanksville-Stonycreek HS,26,16,16,16,0,0
Shanksville-Stonycreek SD,1,0,0,0,0,0
Sharon HS,125,80,80,82,2,0
Sharpsville Area SD,1,0,0,0,0,0
Sharpsville Area SHS,93,71,67,71,0,4
Sheffield M/HS,35,15,14,16,1,1
Shenandoah Valley JSHS,82,48,44,49,1,4
Shenango Area SD,2,0,0,0,0,0
Shenango HS,78,56,51,57,1,5
Shikellamy HS,150,90,90,91,1,0
Shippensburg Area SHS,248,159,155,166,7,4
Slippery Rock Area HS,154,103,103,110,7,0
Slippery Rock Area SD,1,0,0,0,0,0
Smethport Area JSHS,71,0,0,0,0,0
Solanco HS,270,138,133,141,3,5
Solanco SD,1,0,0,0,0,0
Somerset Area Jr-Sr HS,186,111,103,111,0,8
Souderton Area SD,28,5,5,5,0,0
Souderton Area SHS,550,447,447,447,0,0
South Allegheny MS/HS,116,83,83,88,5,0
South Allegheny SD,1,0,0,0,0,0
South Butler County SD,1,0,0,0,0,0
South Eastern SD,7,0,0,3,3,0
South Fayette Township SD,6,0,0,0,0,0
South Fayette Twp HS,203,188,186,195,7,2
South Park SD,4,0,0,0,0,0
South Park SHS,139,111,111,111,0,0
South Philadelphia HS,104,46,44,48,2,2
South Side HS,70,50,50,50,0,0
South Western SD,11,0,0,0,0,0
South Western SHS,280,183,180,196,13,3
South Williamsport Area JSHS,88,58,58,60,2,0
Southeast Delco SD,4,0,0,0,0,0
Southeastern Greene SD,3,0,0,0,0,0
Southern Columbia HS,105,84,84,88,4,0
Southern Fulton JSHS,50,24,24,28,4,0
Southern Huntingdon Co HS/MS,92,56,55,57,1,1
Southern Lehigh SD,4,1,1,1,0,0
Southern Lehigh SHS,261,216,216,218,2,0
Southern York County SD,7,1,1,1,0,0
Southmoreland SD,6,0,0,0,0,0
Southmoreland SHS,122,63,59,65,2,4
Spectrum CS,1,0,0,0,0,0
Spectrum CS,1,0,0,0,0,0
Spring Cove SD,2,0,0,0,0,0
Spring Grove Area HS,253,153,145,158,5,8
Spring Grove Area SD,2,0,0,0,0,0
Springdale JSHS,65,47,47,47,0,0
Springfield HS,285,250,245,253,3,5
Springfield SD,3,1,1,1,0,0
Springfield Township SD,1,0,0,0,0,0
Springfield Twp HS,187,159,159,163,4,0
Spring-Ford Area SD,20,2,2,2,0,0
Spring-Ford SHS 9-12 Ctr,585,525,521,533,8,4
St Marys Area SHS,147,96,93,100,4,3
State College Area HS,566,440,436,448,8,4
Steel Valley SD,2,0,0,0,0,0
Steel Valley SHS,96,63,58,63,0,5
Steelton-Highspire HS,73,43,43,47,4,0
Steelton-Highspire SD,3,2,2,2,0,0
STEM at Showalter,85,71,65,73,2,6
Sto-Rox JSHS,70,30,25,30,0,5
Strath Haven HS,264,245,243,248,3,2
Strawberry Mansion HS,47,24,21,26,2,3
Stroudsburg HS,420,199,198,199,0,1
Sugar Valley Rural CS,29,18,18,18,0,0
Sullivan Co JSHS,50,30,30,33,3,0
Sun Valley HS,255,216,215,216,0,1
Susq-Cyber CS,16,6,5,8,2,1
Susquehanna Community JSHS,59,35,35,36,1,0
Susquehanna Township SD,19,8,8,8,0,0
Susquehanna Twp HS,190,162,162,163,1,0
Susquehannock HS,228,182,182,186,4,0
Susquenita HS,110,62,62,62,0,0
Swenson Arts & Technology HS,162,110,95,121,11,15
Tacony Academy Charter School,96,79,79,93,14,0
Tamaqua Area SHS,128,103,97,110,7,6
TECH Freire CS,68,59,51,61,2,8
The Linc,40,25,25,25,0,0
The New Academy CS,20,10,10,14,4,0
The Science Leadership Academy at Beeber,113,98,97,100,2,1
The SD of Philadelphia Virtual Academy,70,34,32,38,4,2
The U School: Innovative Lab,43,31,29,34,3,2
The Workshop School,56,40,38,41,1,2
Thomas Jefferson HS,229,191,191,191,0,0
Tidioute Community CS,21,8,8,8,0,0
Titusville SHS,134,67,60,81,14,7
Towanda Area JSHS,133,70,68,80,10,2
Tredyffrin-Easttown SD,16,7,7,8,1,0
Trinity SHS,249,178,174,178,0,4
Tri-Valley JSHS,64,44,39,44,0,5
Tri-Valley SD,1,0,0,0,0,0
Troy Area JSHS,97,52,52,54,2,0
Truman SHS,348,86,86,92,6,0
Tulpehocken Area SD,2,0,0,0,0,0
Tulpehocken JSHS,107,62,62,68,6,0
Tunkhannock HS,198,110,110,123,13,0
Turkeyfoot Valley Area JSHS,30,14,14,14,0,0
Tuscarora SD,1,0,0,0,0,0
Tussey Mountain HS,65,23,22,28,5,1
Twin Valley HS,267,197,178,198,1,19
Twin Valley SD,20,3,2,3,0,1
Tyrone Area HS,134,73,67,77,4,6
Union Area HS,43,30,29,33,3,1
Union Area SD,1,1,1,1,0,0
Union City HS,85,48,48,49,1,0
Union HS,31,17,17,18,1,0
Uniontown Area SD,4,0,0,0,0,0
Uniontown Area SHS,163,86,86,93,7,0
Unionville HS,356,344,344,345,1,0
Unionville-Chadds Ford SD,2,1,1,1,0,0
United JSHS,81,54,46,54,0,8
United SD,7,0,0,0,0,0
Universal Audenried Charter School,80,0,0,0,0,0
Upper Adams SD,2,0,0,0,0,0
Upper Darby SD,22,6,6,6,0,0
Upper Darby SHS,848,678,678,685,7,0
Upper Dauphin Area HS,92,67,61,68,1,6
Upper Dublin HS,358,337,337,337,0,0
Upper Dublin SD,2,0,0,0,0,0
Upper Merion Area SD,23,3,3,3,0,0
Upper Merion HS,270,170,169,171,1,1
Upper Moreland HS,228,198,198,200,2,0
Upper Moreland Township SD,4,1,1,1,0,0
Upper Perkiomen HS,200,143,138,145,2,5
Upper Saint Clair HS,344,319,319,325,6,0
Upper Saint Clair SD,2,0,0,0,0,0
Urban Pathways 6-12 CS,35,23,22,23,0,1
Valley JSHS,119,69,65,77,8,4
Valley View HS,184,135,122,135,0,13
Valley View SD,1,0,0,0,0,0
Wallenpaupack Area HS,281,178,174,186,8,4
Warren Area HS,181,95,90,99,4,5
Warrior Run HS,119,61,61,65,4,0
Warrior Run SD,1,0,0,0,0,0
Warwick SHS,342,214,210,217,3,4
Washington George HS,262,160,148,163,3,12
Washington HS,108,56,53,57,1,3
Washington SD,3,0,0,0,0,0
Wattsburg Area SD,2,0,0,0,0,0
Wayne Highlands SD,5,3,3,3,0,0
Waynesboro Area SD,11,1,1,1,0,0
Waynesboro Area SHS,301,102,102,164,62,0
Waynesburg Central HS,121,82,75,82,0,7
Weatherly Area SD,2,0,0,0,0,0
Weatherly Area SHS,46,34,34,35,1,0
Wellsboro Area HS,120,61,59,64,3,2
West Allegheny SHS,265,209,206,217,8,3
West Branch Area JSHS,101,49,36,51,2,13
West Chester Area SD,28,7,6,8,1,1
West Chester Bayard Rustin HS,311,290,285,292,2,5
West Chester East HS,310,286,283,291,5,3
West Chester Henderson HS,304,276,275,278,2,1
West Forest JSHS,20,5,4,6,1,1
West Greene JSHS,51,29,28,31,2,1
West Middlesex Area JSHS,67,47,47,47,0,0
West Mifflin Area HS,252,171,156,172,1,15
West Mifflin Area SD,4,0,0,0,0,0
West Perry SD,4,0,0,0,0,0
West Perry SHS,178,111,110,113,2,1
West Philadelphia HS,81,10,9,11,1,1
West Scranton HS,206,112,110,114,2,2
West Shamokin JSHS,84,47,44,49,2,3
West Shore SD,3,0,0,0,0,0
West Side CTC,102,52,50,52,0,2
West York Area HS,191,142,138,150,8,4
West York Area SD,14,1,1,1,0,0
Western Beaver Co JSHS,52,33,31,34,1,2
Western Wayne HS,153,102,102,105,3,0
Western Wayne SD,2,0,0,0,0,0
Westinghouse Arts Academy CS,33,27,27,29,2,0
Westmont Hilltop JSHS,107,92,86,92,0,6
Whitehall HS,348,242,242,254,12,0
Whitehall-Coplay SD,2,0,0,0,0,0
Widener Memorial Sch,36,8,7,10,2,1
Wilkes-Barre Area SD,25,2,2,2,0,0
Wilkes-Barre Area SD STEM Academy,15,15,15,15,0,0
William Allen HS,572,300,296,332,32,4
William Penn SD,6,0,0,0,0,0
William Penn SHS,234,196,192,200,4,4
William Tennent HS,439,349,349,366,17,0
Williams Valley JSHS,62,35,33,39,4,2
Williamsburg Community JSHS,34,18,17,19,1,1
Williamson SHS,83,46,46,52,6,0
Williamsport Area SD,2,1,1,1,0,0
Williamsport Area SHS,311,201,201,201,0,0
Wilmington Area HS,89,66,66,66,0,0
Wilmington Area SD,1,0,0,0,0,0
Wilson  SD,1,0,0,0,0,0
Wilson Area HS,159,127,126,129,2,1
Wilson Area SD,4,0,0,0,0,0
Wilson HS,452,288,288,296,8,0
Windber Area HS,88,59,55,62,3,4
Windber Area SD,1,0,0,0,0,0
Wissahickon SD,10,6,6,6,0,0
Wissahickon SHS,302,282,282,283,1,0
Woodland Hills JSHS,237,156,142,165,9,14
Wyalusing Valley JSHS,83,37,37,40,3,0
Wyoming Area SD,9,0,0,0,0,0
Wyoming Area Sec Ctr,175,126,125,131,5,1
Wyoming Valley West SD,6,0,0,0,0,0
Wyoming Valley West SHS,299,228,222,231,3,6
Wyomissing Area JSHS,145,128,127,128,0,1
Wyomissing Area SD,2,0,0,0,0,0
York City SD,9,0,0,0,0,0
York Co School of Technology,350,130,124,132,2,6
York Suburban SD,13,5,4,6,1,1
York Suburban SHS,192,158,158,162,4,0
Yough SD,1,0,0,0,0,0
Yough SHS,145,97,97,105,8,0
Youngsville HS,57,24,23,25,1,1
Youth Build Phila CS,110,9,5,10,1,4
