name,graduation_count,college_bound,two_or_four_year_college_or_university,total_postsecondary_bound,non_degree_granting_postsecondary_school,specialized_associate_degree_granting_institution
MAST Community CS,105,86,86,89,3,0
Mastbaum Jules E AVTS,127,36,28,39,3,8
Masterman Julia R Sec Sch,116,109,109,109,0,0
Mastery CHS-Lenfest Campus,72,52,52,57,5,0
Mastery CS - Thomas Campus,106,72,72,88,16,0
Mastery CS -Shoemaker Campus,129,102,99,109,7,3
Mastery CS-Gratz Campus,217,147,145,148,1,2
Mastery CS-Hardy Williams,87,47,47,49,2,0
Mastery CS-Pickett Campus,94,71,71,78,7,0
Math Civics and Sciences CS,78,69,68,75,6,1
McCaskey Campus,542,315,289,326,11,26
McConnellsburg HS,71,33,33,38,5,0
McDowell HS,458,285,275,299,14,10
McGuffey HS,101,64,60,65,1,4
McGuffey SD,2,0,0,0,0,0
McKeesport Area SHS,208,113,111,121,8,2
Meadville Area SHS,203,119,118,136,17,1
Mechanicsburg Area SD,2,0,0,0,0,0
Mechanicsburg Area SHS,271,196,195,203,7,1
Mercer Area SD,1,0,0,0,0,0
Mercer Area SHS,78,40,37,42,2,3
Methacton HS,345,305,305,307,2,0
Methacton SD,4,2,2,2,0,0
Meyersdale Area HS,70,43,39,43,0,4
Meyersdale Area SD,1,0,0,0,0,0
Mid Valley SD,1,1,1,1,0,0
Mid Valley Secondary Center,105,64,62,65,1,2
Middletown Area HS,183,121,108,130,9,13
Midd-West HS,153,77,76,77,0,1
Midd-West SD,1,0,0,0,0,0
Mifflin Co HS,372,132,122,143,11,10
Mifflin County SD,1,0,0,0,0,0
Mifflinburg Area SHS,172,83,79,83,0,4
Millcreek Township SD,1,0,0,0,0,0
Millersburg Area SHS,38,27,26,27,0,1
Millville Area JSHS,57,34,29,35,1,5
Milton HS,164,80,79,80,0,1
Minersville Area JSHS,72,44,42,45,1,2
Mohawk SHS,90,64,64,68,4,0
Monessen SHS,53,33,24,34,1,9
Moniteau JSHS,84,51,43,54,3,8
Montgomery JSHS,50,33,27,33,0,6
Montour HS,247,191,188,193,2,3
Montour SD,2,0,0,0,0,0
Montoursville Area SHS,139,95,91,98,3,4
Montrose Area JSHS,83,50,47,52,2,3
Moon SHS,283,224,224,227,3,0
Morrisville Borough SD,3,0,0,0,0,0
Morrisville HS,54,35,34,36,1,1
Moshannon Valley JSHS,72,42,42,46,4,0
Moshannon Valley SD,1,0,0,0,0,0
Motivation HS,93,44,43,49,5,1
Mount Carmel Area HS,127,67,66,68,1,1
Mount Pleasant Area HS,142,0,0,0,0,0
Mount Pleasant Area SD,3,0,0,0,0,0
Mount Union Area SHS,88,46,45,50,4,1
Mountain View JSHS,77,49,49,51,2,0
Mt Lebanon SD,5,0,0,0,0,0
Mt Lebanon SHS,425,393,392,394,1,1
Muhlenberg HS,302,216,193,216,0,23
Muhlenberg SD,3,0,0,0,0,0
Multicultural Academy CS,43,40,40,40,0,0
Muncy JSHS,52,36,33,37,1,3
Nazareth Area HS,366,302,301,314,12,1
Neshaminy HS,626,512,512,543,31,0
Neshaminy SD,9,3,3,3,0,0
Neshannock JSHS,92,79,79,83,4,0
New Brighton Area HS,105,61,54,64,3,7
New Castle Area SD,7,0,0,0,0,0
New Castle SHS,151,110,102,113,3,8
New Day Charter School,29,0,0,0,0,0
New Foundations CS,138,81,81,81,0,0
New Hope-Solebury HS,100,95,95,95,0,0
New Kensington-Arnold SD,5,1,1,1,0,0
New Oxford SHS,289,190,190,190,0,0
Newport HS,61,33,32,33,0,1
Norristown Area HS,320,137,131,137,0,6
Norristown Area SD,9,0,0,0,0,0
North Allegheny HS,628,556,556,556,0,0
North Allegheny SD,4,0,0,0,0,0
North Clarion Co JSHS,46,28,28,28,0,0
North Clarion County SD,1,0,0,0,0,0
North East HS,108,57,57,60,3,0
North East SD,3,0,0,0,0,0
North Hills SHS,290,243,241,248,5,2
North Penn SD,9,6,6,6,0,0
North Penn SHS,1005,863,849,868,5,14
North Penn-Liberty JSHS,47,19,16,20,1,3
North Penn-Mansfield JSHS,102,49,49,54,5,0
North Pocono HS,201,144,144,147,3,0
North Pocono SD,1,0,0,0,0,0
North Schuylkill JSHS,136,72,72,74,2,0
North Star HS,71,41,39,42,1,2
North Star SD,4,0,0,0,0,0
Northampton Area HS,414,327,311,327,0,16
Northeast Bradford JSHS,56,34,34,35,1,0
Northeast HS,748,156,151,156,0,5
Northeastern SHS,258,168,161,177,9,7
Northeastern York SD,1,0,0,0,0,0
Northern Bedford County HS,67,40,40,41,1,0
Northern Bedford County SD,1,0,0,0,0,0
Northern Cambria HS,81,58,53,63,5,5
Northern HS,228,141,133,147,6,8
Northern Lebanon SD,5,0,0,0,0,0
Northern Lebanon SHS,158,62,58,66,4,4
Northern Lehigh SD,1,0,0,0,0,0
Northern Lehigh SHS,104,60,59,60,0,1
Northern Potter JSHS,37,16,16,17,1,0
Northern York County SD,4,0,0,0,0,0
Northgate MSHS,68,51,47,51,0,4
Northgate SD,2,0,0,0,0,0
Northwest Area HS,85,63,63,63,0,0
Northwest Area SD,1,0,0,0,0,0
Northwest PA Collegiate Academy,192,165,165,170,5,0
Northwestern Lehigh HS,178,112,112,116,4,0
Northwestern Lehigh SD,2,0,0,0,0,0
Northwestern SHS,111,15,15,20,5,0
Norwin SD,7,1,1,1,0,0
Norwin SHS,390,308,300,311,3,8
Octorara Area JSHS,202,111,110,116,5,1
Octorara Area SD,11,0,0,0,0,0
Oil City Area SD,3,0,0,0,0,0
Oil City SHS,140,61,60,66,5,1
Old Forge JSHS,49,40,40,40,0,0
Old Forge SD,2,0,0,0,0,0
Oley Valley SD,7,0,0,0,0,0
Oley Valley SHS,130,88,88,90,2,0
Olney Charter High School,474,176,175,203,27,1
Oswayo Valley HS,23,11,11,12,1,0
Otto-Eldred JSHS,42,21,21,23,2,0
Overbrook HS,93,58,50,61,3,8
Owen J Roberts HS,393,330,322,335,5,8
Owen J Roberts SD,30,5,5,6,1,0
Oxford Area HS,316,202,183,207,5,19
Oxford Area SD,4,0,0,0,0,0
Palisades HS,141,114,114,117,3,0
Palisades SD,3,0,0,0,0,0
Palmerton Area HS,119,94,94,94,0,0
Palmerton Area SD,7,0,0,0,0,0
Palmyra Area SHS,262,197,195,197,0,2
Panther Valley JSHS,77,46,45,47,1,1
Parkland HS,795,657,653,660,3,4
Parkland SD,6,0,0,0,0,0
Parkway Center City Middle College,115,92,86,95,3,6
Parkway Northwest,68,33,29,33,0,4
Parkway West,50,33,31,37,4,2
Passport Academy CS,58,0,0,0,0,0
Paul Robeson HS for Human Services,69,56,51,60,4,5
Pen Argyl Area HS,111,77,76,80,3,1
Penn Cambria HS,121,70,69,81,11,1
Penn Cambria SD,3,0,0,0,0,0
Penn Hills SD,1,0,0,0,0,0
Penn Hills SHS,323,213,208,229,16,5
Penn Manor HS,369,258,249,261,3,9
Penn Manor SD,9,1,1,1,0,0
Penn Trafford HS,304,243,242,246,3,1
Penn Treaty Sch,80,34,31,41,7,3
Penn Wood HS,329,215,196,215,0,19
Penncrest HS,277,198,197,201,3,1
Penncrest SD,1,0,0,1,1,0
Penn-Delco SD,1,0,0,0,0,0
Pennridge HS,521,368,366,374,6,2
Pennridge SD,10,1,1,1,0,0
Penns Manor Area JSHS,63,30,30,33,3,0
Penns Manor Area SD,6,0,0,0,0,0
Penns Valley Area JSHS,96,61,55,61,0,6
Pennsbury HS,749,575,573,587,12,2
Pennsbury SD,13,0,0,0,0,0
Pennsylvania Cyber CS,1251,475,402,485,10,73
Pennsylvania Cyber CS,2,0,0,0,0,0
Pennsylvania Distance Learning CS,65,31,29,37,6,2
Pennsylvania Leadership CS,337,228,209,240,12,19
Pennsylvania Virtual CS,210,50,50,58,8,0
Penn-Trafford SD,4,0,0,0,0,0
People for People CS,15,10,10,10,0,0
Pequea Valley HS,113,58,54,68,10,4
Pequea Valley SD,5,0,0,0,0,0
Perkiomen Valley HS,431,322,311,324,2,11
Perseus House CS of Excellence,87,50,33,56,6,17
Peters Twp HS,333,307,296,307,0,11
Philadelphia Academy CS,104,69,69,73,4,0
Philadelphia City SD,889,93,68,101,8,25
Philadelphia Electrical & Tech CHS,131,92,76,95,3,16
Philadelphia Electrical & Tech CHS,1,0,0,0,0,0
Philadelphia Learning Academy - North,7,0,0,0,0,0
Philadelphia Learning Academy - South,19,4,3,4,0,1
Philadelphia Military Acad at Elverson,35,13,11,14,1,2
Philadelphia Performing Arts CS,153,149,149,152,3,0
Philipsburg-Osceola Area HS,111,49,48,49,0,1
Phoenix Academy,128,3,2,3,0,1
Phoenixville Area HS,234,191,189,199,8,2
Phoenixville Area SD,9,1,1,1,0,0
Pine Grove Area HS,111,53,51,53,0,2
Pine-Richland HS,345,278,278,282,4,0
Pine-Richland SD,2,0,0,0,0,0
Pittsburgh Allderdice HS,351,51,51,53,2,0
Pittsburgh Brashear HS,298,22,22,28,6,0
Pittsburgh CAPA 6-12,129,106,106,108,2,0
Pittsburgh Carrick HS,150,17,14,19,2,3
Pittsburgh Conroy,11,0,0,0,0,0
Pittsburgh Milliones 6-12,45,11,11,12,1,0
Pittsburgh Obama 6-12,117,1,1,1,0,0
Pittsburgh Oliver,13,0,0,0,0,0
Pittsburgh Online Academy,20,0,0,0,0,0
Pittsburgh Perry HS,90,55,52,59,4,3
Pittsburgh Pioneer,3,0,0,0,0,0
Pittsburgh Science and Technology Academ,77,1,1,1,0,0
Pittsburgh SD,12,0,0,0,0,0
Pittston Area SD,2,0,0,0,0,0
Pittston Area SHS,249,185,185,203,18,0
Pleasant Valley HS,342,258,254,258,0,4
Plum Borough SD,5,0,0,0,0,0
Plum SHS,288,227,221,232,5,6
Plymouth-Whitemarsh SHS,376,325,324,330,5,1
Pocono Mountain East HS,325,146,146,151,5,0
Pocono Mountain SD,5,2,2,2,0,0
Pocono Mountain West HS,412,190,183,191,1,7
Port Allegany JSHS,75,31,30,31,0,1
Portage Area JSHS,63,41,36,41,0,5
Pottsgrove SD,2,0,0,0,0,0
Pottsgrove SHS,245,69,67,69,0,2
Pottstown SD,5,0,0,1,1,0
Pottstown SHS,182,61,61,69,8,0
Pottsville Area HS,250,136,126,138,2,10
Pottsville Area SD,7,0,0,0,0,0
Preparatory CS of Mathematics Science Te,135,105,105,113,8,0
Price,1,0,0,0,0,0
Propel CS-Braddock Hills,54,34,28,35,1,6
Propel CS-Braddock Hills,1,0,0,0,0,0
Propel CS-Homestead,29,21,21,27,6,0
Propel CS-Montour,5,3,3,5,2,0
Propel CS-Montour,1,0,0,0,0,0
Punxsutawney Area HS,138,81,76,91,10,5
Punxsutawney Area SD,6,0,0,0,0,0
Purchase Line JSHS,56,33,28,33,0,5
Purchase Line SD,1,0,0,0,0,0
Quaker Valley HS,141,120,120,120,0,0
Quaker Valley SD,3,1,1,1,0,0
Quakertown Community HS,416,302,300,305,3,2
Radnor SHS,313,264,264,264,0,0
Radnor Township SD,3,0,0,0,0,0
Randolph A. Philip AVT HS,65,18,18,22,4,0
Reach Cyber CS,458,149,123,153,4,26
Reading SD,6,0,0,0,0,0
Reading SHS,913,347,311,353,6,36
Red Land SHS,266,178,173,181,3,5
Red Lion Area SD,16,0,0,0,0,0
Red Lion Area SHS,361,216,194,220,4,22
Redbank Valley HS,61,0,0,0,0,0
Renaissance Academy CS,72,68,66,68,0,2
Reynolds JSHS,70,49,43,49,0,6
Richland HS,129,96,87,98,2,9
Richland SD,1,0,0,0,0,0
Ridgway Area HS,63,31,31,31,0,0
Ridley HS,420,338,297,339,1,41
Ridley SD,7,0,0,0,0,0
Ringgold SD,4,0,0,0,0,0
Ringgold SHS,215,77,74,78,1,3
Riverside HS,119,81,75,81,0,6
Riverside JSHS,109,73,73,78,5,0
Riverside SD,1,0,0,0,0,0
Riverview JSHS,86,72,72,72,0,0
Riverview SD,2,0,0,0,0,0
Roberto Clemente CS,36,32,32,32,0,0
Rochester High School,47,30,23,31,1,7
Rockwood Area JSHS,38,25,24,25,0,1
Rocky Grove JSHS,62,34,23,35,1,11
Roosevelt Altern Sch,60,15,11,15,0,4
Rose Tree Media SD,3,0,0,0,0,0
Roxborough HS,135,69,60,71,2,9
Saegertown JSHS,70,41,38,46,5,3
Salisbury SHS,127,92,92,92,0,0
Salisbury Township SD,1,0,0,0,0,0
Salisbury-Elk Lick JSHS,20,10,10,10,0,0
Saltsburg MS/HS,35,22,19,22,0,3
Sankofa Freedom Academy Charter School,36,36,35,36,0,1
Saucon Valley SD,1,0,0,0,0,0
Saucon Valley SHS,184,142,141,143,1,1
Saul W B Agricultural School,111,46,45,48,2,1
Sayre Area HS,65,42,41,44,2,1
Sayre William L MS,75,17,17,19,2,0
School Lane CS,59,44,44,48,4,0
School Lane CS,1,1,1,1,0,0
School of the Future,95,39,38,42,3,1
Schuylkill Haven Area SD,2,0,0,0,0,0
Schuylkill Haven SHS,95,40,39,42,2,1
Schuylkill Valley HS,143,99,99,103,4,0
Schuylkill Valley SD,4,0,0,0,0,0
Science Leadership Academy,119,0,0,0,0,0
Scranton HS,389,244,244,247,3,0
Scranton SD,21,4,4,4,0,0
Selinsgrove Area HS,193,121,113,125,4,8
Selinsgrove Area SD,1,0,0,0,0,0
Seneca HS,93,36,34,40,4,2
Seneca Valley HS,564,506,476,510,4,30
Seneca Valley SD,8,1,1,4,3,0
Shade JSHS,22,13,11,14,1,2
Shaler Area HS,323,200,200,227,27,0
Shaler Area SD,6,1,1,3,2,0
Shamokin Area HS,171,87,83,87,0,4
Shanksville-Stonycreek HS,28,13,12,14,1,1
Sharon HS,103,59,59,59,0,0
Sharpsville Area SHS,91,49,46,52,3,3
Sheffield M/HS,48,26,26,29,3,0
Shenandoah Valley JSHS,74,38,38,45,7,0
Shenango HS,77,57,52,63,6,5
Shikellamy HS,181,101,92,104,3,9
Shippensburg Area SHS,261,129,122,133,4,7
Slippery Rock Area HS,164,89,89,91,2,0
Slippery Rock Area SD,2,0,0,0,0,0
Smethport Area JSHS,55,0,0,0,0,0
Solanco HS,228,84,84,87,3,0
Solanco SD,5,0,0,0,0,0
Somerset Area Jr-Sr HS,157,72,67,77,5,5
Souderton Area SD,8,0,0,0,0,0
Souderton Area SHS,502,408,408,409,1,0
South Allegheny HS,101,76,75,76,0,1
South Allegheny SD,5,2,2,2,0,0
South Eastern SD,4,0,0,0,0,0
South Fayette Township SD,5,1,1,1,0,0
South Fayette Twp HS,212,190,190,197,7,0
South Middleton SD,2,0,0,0,0,0
South Park SD,2,0,0,0,0,0
South Park SHS,151,118,118,121,3,0
South Philadelphia HS,89,21,19,23,2,2
South Side HS,85,57,57,58,1,0
South Western SD,8,0,0,1,1,0
South Western SHS,287,167,164,180,13,3
South Williamsport Area JSHS,79,46,46,46,0,0
Southeast Delco SD,1,0,0,0,0,0
Southeastern Greene SD,4,0,0,0,0,0
Southern Columbia HS,106,82,82,84,2,0
Southern Fulton JSHS,59,34,34,34,0,0
Southern Huntingdon Co HS/MS,87,40,40,42,2,0
Southern Lehigh SD,3,0,0,0,0,0
Southern Lehigh SHS,273,178,178,179,1,0
Southern York County SD,8,0,0,0,0,0
Southmoreland SHS,122,49,45,52,3,4
Spectrum CS,6,0,0,0,0,0
Spring Cove SD,3,0,0,0,0,0
Spring Grove Area HS,298,182,172,191,9,10
Spring Grove Area SD,4,0,0,0,0,0
Springdale JSHS,64,43,37,43,0,6
Springfield HS,316,276,269,284,8,7
Springfield SD,3,2,2,2,0,0
Springfield Twp HS,165,122,122,123,1,0
Spring-Ford Area SD,5,0,0,0,0,0
Spring-Ford SHS 9-12 Ctr,613,533,527,533,0,6
St Marys Area SHS,168,91,91,96,5,0
State College Area HS,552,456,451,457,1,5
Steel Valley SD,3,0,0,0,0,0
Steel Valley SHS,110,65,62,68,3,3
Steelton-Highspire HS,55,35,33,40,5,2
Steelton-Highspire SD,2,1,1,1,0,0
STEM at Showalter,78,56,56,56,0,0
Sto-Rox JSHS,96,55,52,56,1,3
Strath Haven HS,243,217,216,218,1,1
Strawberry Mansion HS,42,6,6,6,0,0
Stroudsburg HS,418,145,145,147,2,0
Sugar Valley Rural CS,37,13,13,13,0,0
Sullivan Co JSHS,35,21,21,21,0,0
Sun Valley HS,244,200,199,201,1,1
Susq-Cyber CS,18,14,11,14,0,3
Susquehanna Community JSHS,57,31,30,33,2,1
Susquehanna Community SD,9,3,3,3,0,0
Susquehanna Township SD,10,1,0,1,0,1
Susquehanna Twp HS,191,145,144,148,3,1
Susquehannock HS,218,177,170,177,0,7
Susquenita HS,114,65,65,65,0,0
Susquenita SD,2,1,1,1,0,0
Swenson Arts & Technology HS,133,65,59,68,3,6
Tacony Academy Charter School,94,68,68,73,5,0
Tamaqua Area SHS,167,150,143,151,1,7
TECH Freire CS,95,65,64,69,4,1
The Linc,36,1,1,2,1,0
The New Academy CS,18,5,5,6,1,0
The Science Leadership Academy at Beeber,116,98,94,100,2,4
The SD of Philadelphia Virtual Academy,133,42,31,46,4,11
The U School: Innovative Lab,41,25,24,25,0,1
The Workshop School,50,9,8,9,0,1
Thomas Jefferson HS,221,175,168,176,1,7
Tidioute Community CS,25,13,13,14,1,0
Titusville SHS,126,57,53,70,13,4
Towanda Area JSHS,100,66,61,68,2,5
Tredyffrin-Easttown SD,21,5,5,5,0,0
Trinity Area SD,1,0,0,0,0,0
Trinity SHS,226,146,138,151,5,8
Tri-Valley JSHS,51,30,27,30,0,3
Troy Area JSHS,100,57,57,58,1,0
Truman SHS,375,206,206,225,19,0
Tulpehocken Area SD,2,0,0,0,0,0
Tulpehocken JSHS,117,66,66,71,5,0
Tunkhannock Area SD,1,0,0,1,1,0
Tunkhannock HS,169,107,100,109,2,7
Turkeyfoot Valley Area JSHS,24,8,7,9,1,1
Tussey Mountain HS,70,29,27,30,1,2
Tussey Mountain SD,2,0,0,0,0,0
Twin Valley HS,259,194,180,195,1,14
Twin Valley SD,17,0,0,0,0,0
Tyrone Area HS,127,85,81,87,2,4
Union Area HS,52,33,33,35,2,0
Union City HS,75,37,36,37,0,1
Union HS,26,18,15,18,0,3
Union SD,2,0,0,0,0,0
Uniontown Area SD,3,1,0,1,0,1
Uniontown Area SHS,162,84,68,88,4,16
Unionville HS,307,273,273,275,2,0
Unionville-Chadds Ford SD,2,0,0,0,0,0
United JSHS,75,33,33,34,1,0
United SD,2,0,0,0,0,0
Universal Audenried Charter School,105,66,66,70,4,0
Upper Adams SD,4,0,0,0,0,0
Upper Darby SD,23,0,0,0,0,0
Upper Darby SHS,847,502,502,533,31,0
Upper Dauphin Area HS,77,42,42,42,0,0
Upper Dublin HS,292,272,271,272,0,1
Upper Dublin SD,4,0,0,0,0,0
Upper Merion Area SD,23,4,4,4,0,0
Upper Merion HS,284,99,95,99,0,4
Upper Moreland HS,211,153,151,156,3,2
Upper Moreland Township SD,2,0,0,0,0,0
Upper Perkiomen HS,238,156,151,157,1,5
Upper Perkiomen SD,1,0,0,0,0,0
Upper Saint Clair HS,338,308,307,316,8,1
Upper Saint Clair SD,3,1,1,1,0,0
Urban Pathways 6-12 CS,37,25,23,28,3,2
Valley JSHS,91,50,46,52,2,4
Valley View HS,177,138,135,138,0,3
Wallenpaupack Area HS,249,127,126,133,6,1
Wallenpaupack Area SD,7,0,0,0,0,0
Warren Area HS,169,98,94,106,8,4
Warrior Run HS,119,35,34,35,0,1
Warwick SHS,324,223,197,223,0,26
Washington George HS,258,127,119,135,8,8
Washington HS,124,42,42,42,0,0
Washington SD,1,0,0,0,0,0
Wayne Highlands SD,17,7,7,7,0,0
Waynesboro Area SD,11,0,0,0,0,0
Waynesboro Area SHS,318,141,141,182,41,0
Waynesburg Central HS,117,80,69,81,1,11
Weatherly Area SD,3,0,0,0,0,0
Weatherly Area SHS,51,27,27,27,0,0
Wellsboro Area HS,111,65,63,66,1,2
West Allegheny SHS,238,198,194,204,6,4
West Branch Area HS,59,29,25,30,1,4
West Chester Area SD,40,3,3,4,1,0
West Chester Bayard Rustin HS,317,285,284,288,3,1
West Chester East HS,286,260,254,260,0,6
West Chester Henderson HS,287,258,256,259,1,2
West Forest JSHS,20,9,9,9,0,0
West Greene JSHS,43,22,22,22,0,0
West Middlesex Area JSHS,73,54,53,54,0,1
West Mifflin Area HS,243,156,149,161,5,7
West Mifflin Area SD,8,0,0,0,0,0
West Perry SD,1,0,0,0,0,0
West Perry SHS,153,80,79,81,1,1
West Philadelphia HS,96,54,49,54,0,5
West Scranton HS,202,128,128,137,9,0
West Shamokin JSHS,63,39,37,40,1,2
West Shore SD,5,0,0,0,0,0
West Side CTC,94,40,38,41,1,2
West York Area HS,219,140,134,148,8,6
West York Area SD,22,3,3,7,4,0
Western Beaver Co JSHS,56,32,30,36,4,2
Western Wayne HS,160,91,86,92,1,5
Westinghouse Arts Academy CS,36,13,13,13,0,0
Westmont Hilltop JSHS,125,95,95,95,0,0
Whitehall HS,375,207,207,213,6,0
Whitehall-Coplay SD,4,0,0,0,0,0
Widener Memorial Sch,2,0,0,0,0,0
Wilkes-Barre Area SD,22,1,1,1,0,0
Wilkes-Barre Area SD STEM Academy,11,10,10,11,1,0
William Allen HS,587,278,276,285,7,2
William Penn SD,12,0,0,0,0,0
William Penn SHS,244,67,67,69,2,0
William Tennent HS,389,301,300,307,6,1
Williams Valley JSHS,49,34,31,35,1,3
Williams Valley SD,2,0,0,0,0,0
Williamsburg Community JSHS,33,16,16,16,0,0
Williamson SHS,70,36,35,39,3,1
Williamsport Area SHS,312,206,206,206,0,0
Wilmington Area HS,84,56,51,57,1,5
Wilmington Area SD,1,0,0,0,0,0
Wilson Area HS,159,111,111,111,0,0
Wilson Area SD,2,0,0,0,0,0
Wilson HS,456,255,254,258,3,1
Wilson SD,1,0,0,0,0,0
Windber Area HS,88,52,48,57,5,4
Windber Area SD,5,0,0,0,0,0
Wissahickon SD,6,1,1,1,0,0
Wissahickon SHS,353,321,321,326,5,0
Woodland Hills HS,245,149,149,167,18,0
Woodland Hills SD,9,0,0,0,0,0
Wyalusing Valley JSHS,85,48,45,50,2,3
Wyoming Area SD,10,0,0,0,0,0
Wyoming Area Sec Ctr,168,140,139,143,3,1
Wyoming Valley West SD,14,0,0,0,0,0
Wyoming Valley West SHS,277,0,0,0,0,0
Wyomissing Area JSHS,158,128,127,128,0,1
Wyomissing Area SD,2,0,0,0,0,0
York City SD,5,0,0,0,0,0
York Co School of Technology,385,89,88,93,4,1
York Suburban SD,9,4,4,7,3,0
York Suburban SHS,216,179,179,180,1,0
Yough SD,2,1,1,1,0,0
Yough SHS,173,92,92,95,3,0
Youngsville MS/HS,48,20,15,21,1,5
Youth Build Phila CS,173,32,31,36,4,1
