name,graduation_count,college_bound,two_or_four_year_college_or_university,total_postsecondary_bound,non_degree_granting_postsecondary_school,specialized_associate_degree_granting_institution
Mechanicsburg Area SD,3,0,0,0,0,0
Mechanicsburg Area SHS,291,201,195,201,0,6
Mercer Area SD,1,0,0,0,0,0
Mercer Area SHS,70,40,40,43,3,0
Methacton HS,354,309,307,312,3,2
Methacton SD,5,2,2,2,0,0
Meyersdale Area HS,76,36,35,36,0,1
Mid Valley SD,7,1,1,1,0,0
Mid Valley Secondary Center,119,54,54,54,0,0
Middletown Area HS,124,62,58,66,4,4
Middletown Area SD,4,0,0,0,0,0
Midd-West HS,154,44,44,44,0,0
Midd-West SD,1,0,0,0,0,0
Mifflin Co HS,361,161,129,167,6,32
Mifflin County SD,1,0,0,0,0,0
Mifflinburg Area SHS,154,67,67,73,6,0
Millcreek Township SD,2,0,0,0,0,0
Millersburg Area SHS,55,41,40,41,0,1
Millville Area JSHS,52,30,30,30,0,0
Millville Area SD,2,0,0,0,0,0
Milton Area SD,1,0,0,0,0,0
Milton HS,146,73,70,75,2,3
Minersville Area JSHS,68,37,36,37,0,1
Minersville Area SD,3,0,0,0,0,0
Mohawk SHS,105,62,57,74,12,5
Monessen City SD,1,0,0,0,0,0
Monessen SHS,60,36,29,36,0,7
Moniteau JSHS,99,62,58,62,0,4
Moniteau SD,3,0,0,0,0,0
Montgomery JSHS,58,34,31,34,0,3
Montour HS,217,147,146,150,3,1
Montour SD,1,0,0,0,0,0
Montoursville Area SHS,145,105,98,109,4,7
Montrose Area JSHS,97,52,47,54,2,5
Moon Area SD,3,0,0,0,0,0
Moon SHS,280,220,220,232,12,0
Morrisville Borough SD,5,0,0,0,0,0
Morrisville HS,55,22,20,22,0,2
Moshannon Valley JSHS,52,26,25,30,4,1
Motivation HS,71,41,39,43,2,2
Mount Carmel Area HS,81,40,39,42,2,1
Mount Pleasant Area HS,142,99,92,100,1,7
Mount Pleasant Area SD,1,0,0,0,0,0
Mount Union Area SHS,82,31,30,38,7,1
Mountain View JSHS,57,36,34,37,1,2
Mt Lebanon SHS,410,388,387,389,1,1
Muhlenberg HS,301,193,181,202,9,12
Muhlenberg SD,3,0,0,0,0,0
Multicultural Academy CS,49,39,39,42,3,0
Muncy JSHS,66,39,39,39,0,0
Muncy SD,1,0,0,0,0,0
Nazareth Area HS,383,324,322,326,2,2
Neshaminy HS,604,447,447,471,24,0
Neshaminy SD,1,0,0,0,0,0
Neshannock JSHS,100,64,63,68,4,1
Neshannock Township SD,1,1,1,1,0,0
New Brighton Area HS,83,44,44,46,2,0
New Castle Area SD,24,0,0,0,0,0
New Castle SHS,153,66,61,67,1,5
New Day CS,21,6,6,6,0,0
New Foundations CS,181,121,118,127,6,3
New Hope-Solebury HS,133,124,124,124,0,0
New Hope-Solebury SD,2,0,0,0,0,0
New Oxford SHS,278,151,151,162,11,0
Newport HS,71,44,38,45,1,6
Norristown Area HS,349,1,1,1,0,0
Norristown Area SD,8,0,0,0,0,0
North Allegheny HS,635,577,577,579,2,0
North Allegheny SD,6,0,0,0,0,0
North Clarion Co JSHS,36,19,19,19,0,0
North Clarion County SD,1,0,0,0,0,0
North East HS,125,59,59,61,2,0
North East SD,4,0,0,0,0,0
North Hills SHS,314,232,228,244,12,4
North Penn SD,9,2,2,2,0,0
North Penn SHS,918,727,725,728,1,2
North Penn-Liberty JSHS,47,22,20,24,2,2
North Penn-Mansfield JSHS,86,39,38,40,1,1
North Pocono HS,218,144,144,147,3,0
North Pocono SD,1,0,0,0,0,0
North Schuylkill JSHS,134,78,78,80,2,0
North Star HS,75,34,34,36,2,0
North Star SD,3,0,0,0,0,0
Northampton Area HS,445,337,329,337,0,8
Northeast Bradford JSHS,45,25,23,25,0,2
Northeast HS,634,376,347,386,10,29
Northeastern SHS,268,179,165,187,8,14
Northern Bedford County HS,67,33,28,33,0,5
Northern Bedford County SD,2,0,0,0,0,0
Northern Cambria HS,83,50,44,56,6,6
Northern Cambria SD,1,0,0,0,0,0
Northern HS,259,154,154,157,3,0
Northern Lebanon SD,2,0,0,0,0,0
Northern Lebanon SHS,142,56,56,57,1,0
Northern Lehigh SD,1,0,0,0,0,0
Northern Lehigh SHS,117,71,68,74,3,3
Northern Potter JSHS,30,4,4,4,0,0
Northern Potter SD,1,0,0,0,0,0
Northern York County SD,2,0,0,0,0,0
Northgate MSHS,50,30,30,31,1,0
Northgate SD,3,1,1,1,0,0
Northwest Area HS,81,51,51,52,1,0
Northwest Area SD,1,0,0,0,0,0
Northwest PA Collegiate Academy,190,165,163,166,1,2
Northwestern Lehigh HS,173,124,124,125,1,0
Northwestern Lehigh SD,2,0,0,0,0,0
Northwestern SHS,92,46,41,48,2,5
Norwin SD,1,0,0,0,0,0
Norwin SHS,408,315,302,324,9,13
Octorara Area JSHS,177,108,101,110,2,7
Octorara Area SD,6,0,0,0,0,0
Oil City Area SD,11,0,0,0,0,0
Oil City SHS,166,68,66,72,4,2
Old Forge JSHS,78,53,53,53,0,0
Oley Valley SD,3,1,0,2,1,1
Oley Valley SHS,135,93,92,93,0,1
Olney Charter High School,412,156,156,179,23,0
Oswayo Valley HS,22,11,11,11,0,0
Otto-Eldred JSHS,51,31,31,32,1,0
Overbrook HS,103,54,44,58,4,10
Owen J Roberts HS,375,285,285,288,3,0
Owen J Roberts SD,7,1,1,1,0,0
Oxford Area HS,303,187,173,191,4,14
Oxford Area SD,6,0,0,0,0,0
Palisades HS,143,101,101,105,4,0
Palisades SD,3,0,0,0,0,0
Palmerton Area HS,107,74,71,78,4,3
Palmerton Area SD,4,0,0,0,0,0
Palmyra Area SHS,264,178,177,179,1,1
Panther Valley JSHS,103,58,58,58,0,0
Parkland HS,765,615,615,634,19,0
Parkland SD,8,2,2,2,0,0
Parkway Center City Middle College,94,75,72,78,3,3
Parkway Northwest,58,20,19,21,1,1
Parkway West,71,51,47,54,3,4
Passport Academy CS,15,0,0,0,0,0
Paul Robeson HS for Human Services,70,43,42,44,1,1
Pen Argyl Area HS,119,87,85,90,3,2
Penn Cambria HS,145,72,72,79,7,0
Penn Cambria SD,1,0,0,0,0,0
Penn Hills SHS,269,73,72,76,3,1
Penn Manor HS,363,218,204,228,10,14
Penn Manor SD,11,0,0,0,0,0
Penn Trafford HS,326,250,248,252,2,2
Penn Treaty Sch,72,36,33,41,5,3
Penn Wood HS,314,200,194,200,0,6
Penncrest HS,280,246,246,246,0,0
Penncrest SD,2,0,0,0,0,0
Penn-Delco SD,2,0,0,0,0,0
Pennridge HS,621,459,457,462,3,2
Pennridge SD,6,0,0,0,0,0
Penns Manor Area JSHS,62,40,40,41,1,0
Penns Manor Area SD,5,0,0,0,0,0
Penns Valley Area JSHS,99,60,60,70,10,0
Pennsbury HS,712,583,581,597,14,2
Pennsbury SD,4,2,2,2,0,0
Pennsylvania Cyber CS,1148,463,399,484,21,64
Pennsylvania Cyber CS,1,0,0,0,0,0
Pennsylvania Distance Learning CS,69,37,36,39,2,1
Pennsylvania Leadership CS,364,215,198,218,3,17
Pennsylvania Virtual CS,158,45,45,56,11,0
People for People CS,25,20,20,22,2,0
Pequea Valley HS,127,57,56,62,5,1
Perkiomen Valley HS,425,352,346,359,7,6
Perseus House CS of Excellence,52,23,21,28,5,2
Peters Township SD,4,2,1,2,0,1
Peters Twp HS,363,307,303,307,0,4
Philadelphia Academy CS,90,56,56,56,0,0
Philadelphia City SD,461,130,98,138,8,32
Philadelphia Electrical & Tech CHS,120,67,67,81,14,0
Philadelphia Learning Academy - North,9,3,3,4,1,0
Philadelphia Learning Academy - South,6,3,3,4,1,0
Philadelphia Military Acad at Elverson,72,38,32,41,3,6
Philadelphia Performing Arts CS,151,131,131,131,0,0
Philadelphia Performing Arts CS,1,0,0,0,0,0
Philipsburg-Osceola Area HS,118,53,53,53,0,0
Philipsburg-Osceola Area SD,2,0,0,1,1,0
Phoenix Academy,82,10,9,11,1,1
Phoenixville Area HS,291,223,223,229,6,0
Phoenixville Area SD,9,1,1,1,0,0
Pine Grove Area HS,134,58,58,58,0,0
Pine-Richland HS,383,327,327,333,6,0
Pittsburgh Allderdice HS,363,247,244,252,5,3
Pittsburgh Brashear HS,248,2,2,2,0,0
Pittsburgh CAPA 6-12,108,95,95,95,0,0
Pittsburgh Carrick HS,118,49,46,62,13,3
Pittsburgh Conroy,9,0,0,1,1,0
Pittsburgh Milliones 6-12,58,4,4,5,1,0
Pittsburgh Obama 6-12,111,5,5,5,0,0
Pittsburgh Oliver,13,0,0,0,0,0
Pittsburgh Online Academy,29,0,0,0,0,0
Pittsburgh Perry HS,89,14,12,14,0,2
Pittsburgh Pioneer,3,0,0,0,0,0
Pittsburgh Science and Technology Academ,91,68,68,71,3,0
Pittsburgh SD,22,0,0,0,0,0
Pittston Area SD,4,0,0,0,0,0
Pittston Area SHS,228,161,160,170,9,1
Pleasant Valley HS,350,266,263,278,12,3
Pleasant Valley SD,3,1,1,2,1,0
Plum Borough SD,2,0,0,0,0,0
Plum SHS,287,197,186,212,15,11
Plymouth-Whitemarsh SHS,361,302,302,308,6,0
Pocono Mountain East HS,303,190,188,196,6,2
Pocono Mountain SD,12,0,0,0,0,0
Pocono Mountain West HS,392,168,167,170,2,1
Port Allegany JSHS,57,19,17,21,2,2
Portage Area JSHS,55,33,33,40,7,0
Pottsgrove SD,2,0,0,0,0,0
Pottsgrove SHS,240,163,163,166,3,0
Pottstown SD,8,0,0,0,0,0
Pottstown SHS,157,58,58,70,12,0
Pottsville Area HS,211,112,104,118,6,8
Pottsville Area SD,2,0,0,0,0,0
Preparatory CS of Mathematics Science Te,121,61,61,66,5,0
Price,3,0,0,0,0,0
Propel CS-Braddock Hills,59,37,34,46,9,3
Propel CS-Braddock Hills,2,0,0,2,2,0
Propel CS-Homestead,36,24,24,26,2,0
Propel CS-Homestead,1,1,1,1,0,0
Propel CS-Montour,38,27,27,33,6,0
Propel CS-Montour,1,1,0,1,0,1
Punxsutawney Area HS,131,73,72,77,4,1
Punxsutawney Area SD,1,0,0,1,1,0
Purchase Line JSHS,44,22,20,26,4,2
Purchase Line SD,1,0,0,0,0,0
Quaker Valley HS,156,117,116,118,1,1
Quaker Valley SD,3,0,0,0,0,0
Quakertown Community HS,411,289,289,291,2,0
Quakertown Community SD,3,0,0,0,0,0
Radnor SHS,307,268,268,275,7,0
Radnor Township SD,5,0,0,0,0,0
Randolph A. Philip AVT HS,69,40,29,44,4,11
Reach Cyber CS,627,287,287,353,66,0
Reading SD,6,0,0,0,0,0
Reading SHS,920,255,254,272,17,1
Red Land SHS,250,155,152,156,1,3
Red Lion Area SD,6,0,0,1,1,0
Red Lion Area SHS,326,193,182,199,6,11
Redbank Valley HS,85,55,55,55,0,0
Renaissance Academy CS,73,61,60,62,1,1
Reynolds JSHS,80,51,51,51,0,0
Richland HS,118,80,79,83,3,1
Richland SD,1,0,0,0,0,0
Ridgway Area HS,50,28,28,30,2,0
Ridley HS,408,295,260,312,17,35
Ridley SD,3,2,2,2,0,0
Ringgold SD,2,0,0,0,0,0
Ringgold SHS,195,90,87,98,8,3
Riverside HS,101,67,65,67,0,2
Riverside JSHS,90,61,61,61,0,0
Riverview JSHS,55,44,44,44,0,0
Riverview SD,4,0,0,0,0,0
Roberto Clemente CS,41,18,18,23,5,0
Rochester High School,51,27,26,27,0,1
Rockwood Area JSHS,54,34,29,35,1,5
Rocky Grove JSHS,61,25,18,29,4,7
Roosevelt Altern Sch,39,1,1,1,0,0
Rose Tree Media SD,3,0,0,0,0,0
Roxborough HS,127,45,35,49,4,10
Saegertown JSHS,46,25,23,26,1,2
Salisbury SHS,129,96,93,97,1,3
Salisbury-Elk Lick JSHS,13,6,6,6,0,0
Saltsburg MS/HS,41,25,25,25,0,0
Sankofa Freedom Academy CS,40,35,35,38,3,0
Saucon Valley SHS,170,121,120,124,3,1
Saul W B Agricultural School,112,65,58,74,9,7
Sayre Area HS,71,44,44,45,1,0
Sayre Area SD,2,0,0,0,0,0
Sayre William L MS,75,16,14,19,3,2
School Lane CS,59,36,36,38,2,0
School Lane CS,2,0,0,1,1,0
School of the Future,100,49,47,51,2,2
Schuylkill Haven Area SD,1,0,0,0,0,0
Schuylkill Haven SHS,75,41,41,42,1,0
Schuylkill Valley HS,130,91,89,95,4,2
Schuylkill Valley SD,2,0,0,0,0,0
Science Leadership Academy,124,103,100,106,3,3
Scranton HS,374,215,214,226,11,1
Scranton SD,13,3,3,3,0,0
Selinsgrove Area HS,191,118,118,121,3,0
Selinsgrove Area SD,1,0,0,0,0,0
Seneca HS,85,29,29,31,2,0
Seneca Valley HS,575,486,486,489,3,0
Seneca Valley SD,4,1,1,2,1,0
Shade JSHS,31,18,17,18,0,1
Shaler Area HS,284,205,197,210,5,8
Shaler Area SD,8,0,0,0,0,0
Shamokin Area HS,150,73,73,74,1,0
Shanksville-Stonycreek HS,18,11,11,12,1,0
Sharon HS,114,61,61,62,1,0
Sharpsville Area SHS,80,52,52,55,3,0
Sheffield M/HS,42,24,21,26,2,3
Shenandoah Valley JSHS,71,32,32,33,1,0
Shenandoah Valley SD,3,0,0,0,0,0
Shenango Area SD,1,0,0,0,0,0
Shenango HS,75,58,58,61,3,0
Shikellamy HS,176,85,81,86,1,4
Shippensburg Area SHS,250,123,123,125,2,0
Slippery Rock Area HS,154,95,94,100,5,1
Smethport Area JSHS,49,0,0,0,0,0
Solanco HS,239,90,83,90,0,7
Solanco SD,6,0,0,0,0,0
Somerset Area Jr-Sr HS,157,77,75,81,4,2
Souderton Area SD,23,0,0,0,0,0
Souderton Area SHS,513,387,387,399,12,0
South Allegheny HS,103,51,49,51,0,2
South Allegheny SD,2,1,1,1,0,0
South Butler County SD,1,0,0,0,0,0
South Fayette Township SD,3,0,0,0,0,0
South Fayette Twp HS,254,224,224,233,9,0
South Middleton SD,3,0,0,1,1,0
South Park SD,3,0,0,0,0,0
South Park SHS,141,87,86,87,0,1
South Philadelphia HS,107,31,26,36,5,5
South Side Area SD,2,0,0,0,0,0
South Side HS,71,46,46,46,0,0
South Western SD,35,2,2,2,0,0
South Western SHS,282,162,159,176,14,3
South Williamsport Area JSHS,81,41,41,42,1,0
Southeastern Greene SD,3,0,0,0,0,0
Southern Columbia HS,85,62,62,62,0,0
Southern Fulton JSHS,47,26,26,26,0,0
Southern Huntingdon Co HS/MS,85,36,33,38,2,3
Southern Lehigh SD,4,0,0,0,0,0
Southern Lehigh SHS,244,147,147,147,0,0
Southern York County SD,5,0,0,0,0,0
Southmoreland SD,1,0,0,0,0,0
Southmoreland SHS,123,71,71,71,0,0
Spectrum CS,3,0,0,0,0,0
Spring Cove SD,1,0,0,0,0,0
Spring Grove Area HS,268,160,148,168,8,12
Spring Grove Area SD,7,0,0,1,1,0
Springdale JSHS,63,41,34,41,0,7
Springfield HS,307,245,245,253,8,0
Springfield SD,3,0,0,0,0,0
Springfield Twp HS,184,136,136,136,0,0
Spring-Ford SHS 9-12 Ctr,638,547,541,549,2,6
St Marys Area SHS,162,89,89,110,21,0
State College Area HS,564,461,452,461,0,9
Steel Valley SD,2,0,0,0,0,0
Steel Valley SHS,90,35,35,36,1,0
Steelton-Highspire HS,49,28,28,33,5,0
Steelton-Highspire SD,15,6,6,6,0,0
STEM at Showalter,87,55,55,58,3,0
Sto-Rox JSHS,66,33,29,33,0,4
Sto-Rox SD,1,0,0,0,0,0
Strath Haven HS,307,272,271,272,0,1
Strawberry Mansion HS,33,19,17,21,2,2
Stroudsburg HS,398,158,158,158,0,0
Sugar Valley Rural CS,33,14,14,17,3,0
Sullivan Co JSHS,46,28,28,30,2,0
Sun Valley HS,254,180,180,184,4,0
Susq-Cyber CS,30,15,14,24,9,1
Susquehanna Community JSHS,41,22,22,22,0,0
Susquehanna Community SD,18,3,3,3,0,0
Susquehanna Township SD,10,0,0,0,0,0
Susquehanna Twp HS,165,109,104,113,4,5
Susquehannock HS,224,156,147,156,0,9
Susquenita HS,100,45,45,45,0,0
Susquenita SD,2,0,0,0,0,0
Swenson Arts & Technology HS,151,95,87,107,12,8
Tacony Academy CS,69,34,30,39,5,4
Tamaqua Area SHS,163,130,126,130,0,4
TECH Freire CS,99,63,62,72,9,1
The Linc,37,6,6,6,0,0
The New Academy CS,19,7,7,9,2,0
The Science Leadership Academy at Beeber,125,74,72,75,1,2
The SD of Philadelphia Virtual Academy,127,26,20,27,1,6
The U School: Innovative Lab,43,19,16,19,0,3
The Workshop School,45,22,19,22,0,3
Thomas Jefferson HS,218,156,153,157,1,3
Tidioute Community CS,17,12,11,12,0,1
Titusville SHS,98,46,43,55,9,3
Towanda Area JSHS,103,52,46,56,4,6
Tredyffrin-Easttown SD,29,7,7,7,0,0
Trinity Area SD,1,0,0,0,0,0
Trinity SHS,253,158,156,162,4,2
Tri-Valley JSHS,62,33,27,34,1,6
Troy Area JSHS,93,53,53,57,4,0
Troy Area SD,1,0,0,0,0,0
Truman SHS,323,179,179,193,14,0
Tulpehocken Area SD,1,0,0,0,0,0
Tulpehocken JSHS,101,37,37,39,2,0
Tunkhannock Area SD,4,0,0,0,0,0
Tunkhannock HS,160,96,91,96,0,5
Turkeyfoot Valley Area JSHS,30,15,14,15,0,1
Tussey Mountain HS,61,29,28,31,2,1
Twin Valley HS,238,184,172,187,3,12
Twin Valley SD,13,0,0,0,0,0
Tyrone Area HS,132,82,81,87,5,1
Tyrone Area SD,1,0,0,0,0,0
Union Area HS,44,30,28,31,1,2
Union Area SD,3,1,1,1,0,0
Union City Area SD,3,0,0,0,0,0
Union City HS,73,29,29,29,0,0
Union HS,38,12,12,16,4,0
Uniontown Area SD,4,0,0,0,0,0
Uniontown Area SHS,134,83,75,88,5,8
Unionville HS,333,294,293,296,2,1
United JSHS,88,57,57,61,4,0
Universal Audenried CS,104,25,25,25,0,0
Upper Adams SD,2,0,0,0,0,0
Upper Darby SD,2,0,0,0,0,0
Upper Darby SHS,867,498,498,498,0,0
Upper Dauphin Area HS,81,36,34,37,1,2
Upper Dauphin Area SD,1,0,0,0,0,0
Upper Dublin HS,328,303,302,303,0,1
Upper Dublin SD,1,0,0,0,0,0
Upper Merion Area SD,18,3,3,3,0,0
Upper Merion HS,259,202,200,203,1,2
Upper Moreland HS,221,151,151,155,4,0
Upper Moreland Township SD,4,1,1,1,0,0
Upper Perkiomen HS,240,149,146,150,1,3
Upper Perkiomen SD,2,0,0,0,0,0
Upper Saint Clair HS,376,342,342,352,10,0
Upper Saint Clair SD,3,0,0,0,0,0
Urban Pathways 6-12 CS,31,18,17,24,6,1
Urban Pathways 6-12 CS,1,1,0,1,0,1
Valley JSHS,99,41,41,44,3,0
Valley View HS,157,115,114,116,1,1
Valley View SD,1,0,0,0,0,0
Vaux HS: A Big Picture School,91,55,47,57,2,8
Wallenpaupack Area HS,238,114,114,121,7,0
Warren Area HS,162,92,90,99,7,2
Warrior Run HS,127,61,61,62,1,0
Warwick SD,2,0,0,0,0,0
Warwick SHS,342,170,155,174,4,15
Washington George HS,229,88,84,90,2,4
Washington HS,83,39,34,40,1,5
Wayne Highlands SD,7,3,3,3,0,0
Waynesboro Area SD,11,1,1,1,0,0
Waynesboro Area SHS,266,126,126,132,6,0
Waynesburg Central HS,108,58,54,60,2,4
Weatherly Area SD,1,0,0,0,0,0
Weatherly Area SHS,53,33,33,33,0,0
Wellsboro Area HS,107,54,52,55,1,2
West Allegheny SHS,251,204,197,204,0,7
West Branch Area HS,64,30,22,30,0,8
West Chester Area SD,20,2,2,2,0,0
West Chester Bayard Rustin HS,339,309,304,312,3,5
West Chester East HS,322,273,266,276,3,7
West Chester Henderson HS,320,268,266,273,5,2
West Forest JSHS,17,7,4,7,0,3
West Greene JSHS,44,17,17,17,0,0
West Jefferson Hills SD,3,2,2,2,0,0
West Middlesex Area JSHS,68,48,45,48,0,3
West Mifflin Area HS,220,134,131,139,5,3
West Mifflin Area SD,6,0,0,0,0,0
West Perry SD,2,0,0,0,0,0
West Perry SHS,145,74,73,77,3,1
West Philadelphia HS,81,32,28,35,3,4
West Scranton HS,219,121,121,135,14,0
West Shamokin JSHS,65,0,0,0,0,0
West Shore SD,7,0,0,0,0,0
West Side CTC,102,31,31,37,6,0
West York Area HS,186,114,103,121,7,11
West York Area SD,14,0,0,0,0,0
Western Beaver Co JSHS,51,22,22,25,3,0
Western Beaver County SD,2,0,0,0,0,0
Western Wayne HS,127,79,77,83,4,2
Westinghouse Arts Academy CS,52,29,24,29,0,5
Westmont Hilltop JSHS,121,91,91,91,0,0
Whitehall HS,327,156,153,156,0,3
Whitehall-Coplay SD,5,0,0,0,0,0
Widener Memorial Sch,3,0,0,0,0,0
Wilkes-Barre Area SD,34,3,3,5,2,0
Wilkes-Barre Area SD STEM Academy,12,11,11,12,1,0
Wilkinsburg Borough SD,14,0,0,0,0,0
William Allen HS,493,228,216,245,17,12
William Penn SHS,228,70,67,75,5,3
William Tennent HS,405,292,279,293,1,13
Williams Valley JSHS,77,37,36,39,2,1
Williamsburg Community JSHS,43,19,19,19,0,0
Williamsburg Community SD,1,0,0,0,0,0
Williamson SHS,86,40,39,41,1,1
Williamsport Area SD,3,0,0,0,0,0
Williamsport Area SHS,294,194,194,194,0,0
Wilmington Area HS,94,78,69,78,0,9
Wilmington Area SD,4,0,0,0,0,0
Wilson Area HS,161,112,110,115,3,2
Wilson HS,518,274,274,282,8,0
Wilson SD,4,0,0,0,0,0
Windber Area HS,80,44,41,45,1,3
Windber Area SD,4,0,0,0,0,0
Wissahickon SD,7,1,1,1,0,0
Wissahickon SHS,348,301,301,301,0,0
Woodland Hills HS,221,134,134,151,17,0
Woodland Hills SD,8,0,0,0,0,0
Wyalusing Valley JSHS,84,35,34,37,2,1
Wyoming Area SD,7,0,0,0,0,0
Wyoming Area Sec Ctr,146,95,94,95,0,1
Wyoming Valley West SD,7,1,1,1,0,0
Wyoming Valley West SHS,281,149,148,149,0,1
Wyomissing Area JSHS,161,116,116,123,7,0
Wyomissing Area SD,3,2,2,2,0,0
York City SD,23,0,0,0,0,0
York Co School of Technology,387,120,110,123,3,10
York Suburban SD,12,2,2,2,0,0
York Suburban SHS,200,145,145,147,2,0
Yough SD,3,0,0,0,0,0
Yough SHS,146,89,84,89,0,5
Youngsville MS/HS,70,41,36,42,1,5
Youth Build Phila CS,144,20,20,23,3,0
